id,x_m,y_m,z_m,gravity_mgal
GV-00001,32.94,6.66,-595.27,-5.9696
GV-00002,68.54,32.71,-604.53,-5.9447
GV-00003,121.05,31.05,-648.24,-6.0335
GV-00004,178.16,31.39,-645.57,-5.8995
GV-00005,225.8,12.95,-651.08,-5.9839
GV-00006,269.3,7.29,-698.34,-6.2194
GV-00007,305.27,41.44,-697.7,-6.0784
GV-00008,360.87,27.83,-703.4,-5.9829
GV-00009,405.96,22.84,-753.97,-6.2033
GV-00010,458.87,21.16,-748.44,-6.0397
GV-00011,515.26,14.79,-798.11,-6.0538
GV-00012,560.13,18.59,-800.53,-6.0031
GV-00013,607.66,8.26,-854.42,-6.2398
GV-00014,670.42,33.38,-854.88,-5.9217
GV-00015,718.44,13.71,-899.56,-5.9638
GV-00016,770.81,37.47,-895.86,-5.9127
GV-00017,843.05,36.2,-946.96,-5.8638
GV-00018,858.87,29.66,-999.61,-5.8906
GV-00019,929.65,14.94,-996.78,-5.9362
GV-00020,983.01,41.95,-1053.31,-5.6393
GV-00021,1034.52,18.44,-1054.82,-5.6309
GV-00022,1078.66,34.98,-1099.79,-5.6977
GV-00023,1126.71,42.44,-1149.75,-5.4245
GV-00024,1188.86,7.36,-1154.92,-5.3885
GV-00025,1221.16,8.45,-1204.79,-5.2386
GV-00026,1291.72,24.56,-1250.62,-5.2128
GV-00027,1340.97,39.6,-1251.38,-5.2381
GV-00028,1387.83,5.15,-1296.23,-5.3002
GV-00029,1422.19,25.6,-1295.72,-5.1629
GV-00030,1478.76,42.45,-1351.52,-5.0275
GV-00031,1517.43,14.54,-1353.24,-5.0845
GV-00032,1560.14,30.67,-1402.71,-5.0208
GV-00033,1618.38,32.56,-1400.36,-4.765
GV-00034,1680.85,23.48,-1447.64,-4.8741
GV-00035,1737.96,38.77,-1452.97,-4.8942
GV-00036,1788.36,35.65,-1503.11,-4.6667
GV-00037,1816.19,44.27,-1503.26,-4.6524
GV-00038,1866.53,5.51,-1545.64,-4.5405
GV-00039,1920.05,18.24,-1547.01,-4.5622
GV-00040,1973.11,17.38,-1548.81,-4.3344
GV-00041,2029.16,27.0,-1599.58,-4.3468
GV-00042,2088.32,33.53,-1598.04,-4.4223
