# crs: EPSG:2193
# origin_xy_absolute_m: 1306227.278, 4995501.834
id,x_m,y_m,z_m,gravity_mgal
GV-00001,8.24,7.29,-746.87,-3.7832
GV-00002,64.97,24.21,-737.18,-4.0901
GV-00003,133.48,12.23,-724.24,-4.0902
GV-00004,175.64,28.32,-702.13,-4.5878
GV-00005,210.77,10.03,-695.15,-4.3696
GV-00006,277.09,25.97,-705.03,-4.7497
GV-00007,308.23,8.94,-709.87,-5.0417
GV-00008,393.92,26.0,-721.89,-4.896
GV-00009,417.47,32.71,-718.25,-5.1718
GV-00010,483.92,19.26,-726.58,-5.4972
GV-00011,512.22,41.43,-737.0,-5.5328
GV-00012,587.41,24.52,-738.6,-5.5135
GV-00013,640.55,40.27,-740.33,-5.7502
GV-00014,676.99,11.87,-761.94,-6.03
GV-00015,724.44,38.24,-769.97,-6.1372
GV-00016,762.92,26.1,-761.06,-6.2793
GV-00017,808.32,37.51,-744.96,-6.4849
GV-00018,875.91,14.12,-734.74,-6.4425
GV-00019,905.45,34.49,-719.43,-6.8795
GV-00020,989.01,44.19,-683.36,-6.8104
GV-00021,1021.61,33.88,-667.03,-6.8315
GV-00022,1056.39,5.1,-640.51,-6.9588
GV-00023,1118.16,26.12,-621.57,-7.1809
GV-00024,1168.4,19.35,-615.79,-7.2895
GV-00025,1206.27,16.26,-610.17,-7.5836
GV-00026,1265.81,12.29,-610.76,-7.7079
GV-00027,1311.9,16.99,-598.03,-7.7455
GV-00028,1363.26,25.85,-584.45,-7.92
GV-00029,1442.98,39.11,-572.7,-7.9977
GV-00030,1493.31,42.58,-560.27,-8.1191
GV-00031,1511.6,7.43,-555.37,-8.0878
GV-00032,1565.43,8.85,-549.69,-8.4
GV-00033,1618.32,15.52,-555.04,-8.2602
GV-00034,1674.42,37.08,-543.86,-8.6524
GV-00035,1734.93,43.52,-531.62,-8.5812
GV-00036,1781.45,32.1,-518.61,-8.7858
GV-00037,1815.59,26.46,-514.25,-8.6189
GV-00038,1872.12,26.89,-503.94,-8.7518
GV-00039,1942.96,23.95,-488.51,-9.0653
GV-00040,1980.63,41.31,-482.37,-8.9572
GV-00041,2036.28,16.42,-476.42,-9.0743
GV-00042,2075.82,36.41,-469.39,-9.2626
GV-00043,2113.25,16.08,-478.87,-9.3016
GV-00044,2158.22,19.14,-479.19,-9.4397
GV-00045,2242.14,18.84,-468.52,-9.5392
GV-00046,2287.18,43.79,-451.22,-9.496
GV-00047,2306.12,14.33,-445.32,-9.5336
GV-00048,2387.78,31.5,-431.01,-9.5962
GV-00049,2432.83,29.94,-448.86,-9.6663
GV-00050,2480.33,40.05,-461.46,-9.6628
GV-00051,2536.02,16.22,-457.74,-9.8355
GV-00052,2592.64,31.45,-456.93,-9.9214
GV-00053,2606.63,6.68,-453.64,-9.9574
GV-00054,2689.77,17.82,-455.02,-9.9644
GV-00055,2723.19,7.21,-459.58,-9.9336
GV-00056,2758.45,16.82,-484.27,-10.0154
GV-00057,2830.61,38.56,-483.16,-10.0805
GV-00058,2885.25,25.05,-477.04,-10.0217
GV-00059,2928.44,23.76,-456.97,-10.2502
GV-00060,2965.05,37.0,-439.36,-10.2804
GV-00061,3012.62,25.72,-438.39,-10.411
GV-00062,3065.7,34.09,-455.21,-10.4946
GV-00063,3106.62,30.88,-458.46,-10.5446
GV-00064,3164.25,36.8,-456.66,-10.5531
GV-00065,3232.61,15.99,-429.08,-10.5592
GV-00066,3272.06,12.94,-420.85,-10.6207
GV-00067,3312.5,14.9,-412.95,-10.7998
GV-00068,3389.23,33.3,-397.74,-10.7543
GV-00069,3442.29,17.27,-380.75,-10.91
GV-00070,3457.06,8.07,-365.41,-10.8625
GV-00071,3516.57,37.28,-352.01,-10.7626
GV-00072,3578.88,14.41,-344.42,-11.1449
GV-00073,3610.43,26.38,-334.44,-11.24
GV-00074,3664.08,33.33,-315.03,-10.9472
GV-00075,3716.01,9.38,-307.43,-11.2054
GV-00076,3786.36,8.12,-286.82,-11.1416
GV-00077,3818.87,20.95,-279.77,-11.4029
GV-00078,3881.36,36.91,-268.44,-11.1805
GV-00079,3922.76,14.85,-263.31,-11.3653
GV-00080,3966.7,28.17,-249.36,-11.4464
GV-00081,4021.82,30.06,-241.43,-11.3226
GV-00082,4085.11,32.18,-237.2,-11.2628
GV-00083,4123.73,13.18,-229.87,-11.2562
GV-00084,4178.22,24.74,-240.89,-11.2643
GV-00085,4207.83,8.74,-270.17,-11.258
GV-00086,4259.3,40.37,-285.64,-11.1065
GV-00087,4333.01,41.27,-307.25,-11.2267
GV-00088,4389.02,41.01,-323.34,-11.0037
GV-00089,4429.52,42.15,-351.01,-11.1472
GV-00090,4482.72,8.41,-377.22,-11.0307
GV-00091,4518.33,17.65,-402.91,-11.0482
GV-00092,4594.49,11.05,-426.4,-10.9487
GV-00093,4630.55,16.94,-446.76,-11.0116
GV-00094,4661.49,29.62,-468.21,-10.937
GV-00095,4737.65,17.38,-470.07,-10.9738
GV-00096,4763.86,38.87,-466.62,-10.8722
GV-00097,4821.68,25.99,-455.72,-11.0542
GV-00098,4867.2,43.94,-465.81,-10.7947
GV-00099,4926.45,23.18,-479.96,-10.7766
GV-00100,4959.84,15.98,-488.47,-10.847
GV-00101,5027.46,11.21,-486.52,-10.7514
GV-00102,5079.34,44.86,-470.98,-10.786
GV-00103,5105.72,14.66,-458.01,-10.6947
GV-00104,5164.33,20.5,-442.25,-10.7994
GV-00105,5223.04,27.71,-423.96,-10.7452
GV-00106,5266.31,38.88,-395.61,-10.5828
GV-00107,5344.51,36.16,-365.15,-10.8873
GV-00108,5382.02,34.39,-350.04,-10.677
GV-00109,5416.63,31.36,-328.49,-10.6426
GV-00110,5474.71,27.83,-311.03,-10.5937
GV-00111,5530.78,16.74,-288.12,-10.6434
GV-00112,5555.95,22.71,-262.85,-10.444
GV-00113,5642.39,23.97,-242.97,-10.3462
GV-00114,5674.23,30.39,-220.36,-10.3911
GV-00115,5737.78,9.35,-196.02,-10.4332
GV-00116,5777.19,13.94,-175.31,-10.3914
GV-00117,5844.68,12.15,-154.52,-10.3266
GV-00118,5882.68,34.57,-129.69,-10.2611
GV-00119,5909.77,17.85,-104.43,-10.2195
GV-00120,5994.24,19.24,-93.68,-10.1382
GV-00121,6035.58,27.7,-75.1,-10.096
GV-00122,6079.28,23.0,-58.11,-9.784
GV-00123,6105.72,35.94,-35.37,-9.8254
GV-00124,6174.42,32.71,-12.03,-9.7923
GV-00125,6205.33,32.56,13.0,-9.5514
GV-00126,6268.49,19.15,33.55,-9.4765
GV-00127,6316.82,24.56,47.41,-9.2331
GV-00128,6385.47,31.44,43.65,-8.9416
GV-00129,32.11,70.79,-764.9,-3.9907
GV-00130,60.65,76.54,-754.4,-4.118
GV-00131,115.46,63.31,-736.95,-4.3373
GV-00132,183.74,63.62,-713.32,-4.4117
GV-00133,205.26,72.18,-705.12,-4.6544
GV-00134,259.37,91.58,-719.5,-4.6422
GV-00135,332.8,89.69,-732.23,-5.1414
GV-00136,373.0,59.04,-744.0,-5.3746
GV-00137,431.37,76.65,-744.21,-5.318
GV-00138,489.48,80.88,-751.03,-5.4307
GV-00139,513.5,89.67,-759.84,-5.7059
GV-00140,574.76,57.21,-763.93,-5.7168
GV-00141,621.15,82.91,-771.53,-5.7065
GV-00142,666.97,87.22,-782.8,-5.98
GV-00143,726.09,55.55,-794.37,-6.1114
GV-00144,770.35,75.22,-769.37,-6.3464
GV-00145,841.73,92.31,-756.63,-6.3919
GV-00146,863.74,81.73,-743.32,-6.6874
GV-00147,944.98,87.22,-721.13,-6.7772
GV-00148,983.26,87.02,-696.48,-7.0509
GV-00149,1033.46,60.61,-667.3,-7.0127
