# crs: EPSG:2193
# origin_xy_absolute_m: 1140538.430, 4966900.259
id,x_m,y_m,z_m,gravity_mgal
GV-00001,16.24,16.13,-296.63,-3.6216
GV-00002,79.9,19.42,-313.96,-3.6366
GV-00003,116.91,17.3,-334.12,-3.6341
GV-00004,166.91,25.39,-353.03,-3.7109
GV-00005,209.93,29.41,-385.62,-3.8459
GV-00006,279.35,43.05,-421.54,-3.997
GV-00007,325.09,24.66,-452.94,-4.0707
GV-00008,388.34,40.26,-498.73,-4.1885
GV-00009,417.29,8.22,-513.11,-4.0897
GV-00010,479.02,15.34,-535.23,-4.3366
GV-00011,524.6,38.52,-546.12,-4.6195
GV-00012,582.24,18.06,-580.67,-4.4952
GV-00013,617.78,40.85,-607.79,-4.4955
GV-00014,688.52,18.69,-649.08,-4.4531
GV-00015,717.06,9.7,-688.17,-4.581
GV-00016,785.83,30.45,-730.94,-4.5281
GV-00017,813.72,32.4,-766.9,-4.6966
GV-00018,890.81,10.49,-803.46,-4.9207
GV-00019,910.25,21.9,-833.77,-4.8881
GV-00020,972.36,19.77,-864.38,-4.7501
GV-00021,1035.02,13.93,-905.89,-4.8461
GV-00022,1082.82,36.5,-925.9,-4.9464
GV-00023,1140.84,7.54,-965.08,-4.9935
GV-00024,1169.91,44.68,-1010.02,-5.0648
GV-00025,1228.41,18.44,-1030.21,-5.2479
GV-00026,1276.32,28.42,-1063.66,-5.4239
GV-00027,1305.45,39.1,-1091.49,-5.3339
GV-00028,1391.91,30.4,-1105.8,-5.5399
GV-00029,1412.26,16.77,-1130.83,-5.5453
GV-00030,1456.55,20.91,-1155.76,-5.6325
GV-00031,1539.26,21.82,-1179.88,-5.5068
GV-00032,1570.07,21.13,-1185.68,-5.6664
GV-00033,1643.09,20.79,-1180.04,-5.7682
GV-00034,1684.43,11.13,-1170.03,-5.6105
GV-00035,1724.2,11.59,-1161.82,-5.8767
GV-00036,1779.55,14.69,-1148.06,-5.828
GV-00037,1831.61,40.36,-1152.71,-5.8707
GV-00038,1859.36,28.0,-1161.89,-6.0883
GV-00039,1924.65,43.25,-1180.81,-6.2016
GV-00040,1981.79,42.37,-1192.38,-6.192
GV-00041,2019.93,12.8,-1205.48,-6.1315
GV-00042,2087.45,9.06,-1206.49,-6.1246
GV-00043,2121.97,31.03,-1217.54,-6.1972
GV-00044,2160.35,33.46,-1226.26,-6.5671
GV-00045,2209.12,16.66,-1227.68,-6.4784
GV-00046,2279.03,18.83,-1226.37,-6.3408
GV-00047,2334.59,26.21,-1223.35,-6.5369
GV-00048,2392.1,10.38,-1220.23,-6.6169
GV-00049,2428.46,30.03,-1222.19,-6.6564
GV-00050,2470.98,35.04,-1218.59,-6.7808
GV-00051,2533.57,21.81,-1205.06,-6.8475
GV-00052,2563.56,33.71,-1190.95,-6.8829
GV-00053,2620.41,23.46,-1163.51,-6.8294
GV-00054,2657.73,30.49,-1115.06,-6.9132
GV-00055,2741.26,7.26,-1078.54,-6.9226
GV-00056,2782.21,26.49,-1054.71,-7.0322
GV-00057,2832.13,12.5,-1025.18,-7.13
GV-00058,2894.44,38.89,-981.92,-7.101
GV-00059,2944.08,31.29,-945.18,-7.1057
GV-00060,2989.73,7.8,-945.88,-7.2143
GV-00061,3031.85,23.55,-958.05,-7.3239
GV-00062,3094.63,38.04,-1003.54,-7.3831
GV-00063,3129.13,31.2,-1058.41,-7.5916
GV-00064,3186.45,36.52,-1090.5,-7.4451
GV-00065,3243.94,32.69,-1135.31,-7.5341
GV-00066,3257.43,23.68,-1162.97,-7.6727
GV-00067,3341.41,29.0,-1185.22,-7.6572
GV-00068,3380.36,36.76,-1204.9,-7.878
GV-00069,3407.54,26.15,-1195.66,-7.7723
GV-00070,3483.02,32.17,-1181.77,-7.6757
GV-00071,3523.84,25.66,-1155.81,-7.668
GV-00072,3585.29,14.44,-1122.1,-7.9547
GV-00073,3639.41,40.7,-1115.22,-7.8124
GV-00074,3689.66,15.97,-1108.16,-8.0854
GV-00075,3715.65,29.32,-1104.84,-8.2223
GV-00076,3791.55,32.54,-1074.68,-8.2821
GV-00077,3831.82,16.96,-1031.68,-8.3996
GV-00078,3884.91,25.81,-993.35,-8.2266
GV-00079,3934.22,7.1,-971.16,-8.2173
GV-00080,3981.24,30.47,-938.4,-8.3028
GV-00081,4040.59,21.28,-895.43,-8.2103
GV-00082,4086.5,17.9,-859.46,-8.1504
GV-00083,4123.92,20.01,-799.28,-8.5217
GV-00084,4164.31,39.51,-734.43,-8.4974
GV-00085,4212.44,34.59,-693.85,-8.7248
GV-00086,4274.94,7.22,-657.71,-8.7147
GV-00087,4335.52,14.48,-625.02,-8.6224
GV-00088,4372.22,11.98,-595.73,-8.7786
GV-00089,4425.85,14.29,-564.71,-8.7698
GV-00090,4480.02,22.16,-542.11,-8.8013
