# crs: EPSG:2193
# origin_xy_absolute_m: 1869106.558, 5644730.444
id,x_m,y_m,z_m,gravity_mgal
GV-00001,7.75,26.29,-129.68,-2.193
GV-00002,93.4,14.55,-129.56,-2.3929
GV-00003,139.12,22.07,-144.8,-2.818
GV-00004,181.25,21.44,-145.48,-2.6582
GV-00005,243.08,37.54,-141.58,-2.9924
GV-00006,291.24,39.8,-151.18,-2.9309
GV-00007,308.52,17.83,-153.94,-3.3032
GV-00008,385.78,12.33,-156.8,-3.2406
GV-00009,410.59,13.94,-159.51,-3.4451
GV-00010,485.54,11.62,-152.02,-3.3878
GV-00011,533.51,23.01,-131.98,-3.6614
GV-00012,594.46,33.65,-119.71,-3.8439
GV-00013,636.81,41.21,-124.05,-3.7263
GV-00014,656.26,24.77,-115.4,-3.8403
GV-00015,729.43,39.21,-113.73,-3.849
GV-00016,758.98,6.59,-113.55,-3.9
GV-00017,805.61,9.41,-111.99,-4.3092
GV-00018,870.54,32.42,-110.39,-4.3237
GV-00019,905.27,29.76,-114.69,-4.1019
GV-00020,974.95,6.55,-157.27,-4.4417
GV-00021,1019.66,34.08,-181.99,-4.548
GV-00022,1075.99,30.02,-185.26,-4.3168
GV-00023,1119.94,39.66,-193.41,-4.3448
GV-00024,1175.06,28.06,-200.33,-4.5407
GV-00025,1212.49,15.9,-202.8,-4.4896
GV-00026,1287.01,28.71,-209.03,-4.5436
GV-00027,1325.57,20.77,-218.42,-4.6044
GV-00028,1379.05,34.71,-223.44,-4.7081
GV-00029,1426.15,17.82,-225.45,-4.5425
GV-00030,1484.73,11.55,-195.08,-4.7905
GV-00031,1517.88,9.33,-176.07,-4.7988
GV-00032,1569.18,30.94,-138.67,-4.9792
GV-00033,1607.8,32.13,-117.77,-4.9033
GV-00034,1678.69,41.67,-97.8,-4.9536
GV-00035,1718.55,31.02,-80.54,-4.9251
GV-00036,1781.98,25.77,-89.09,-5.1565
GV-00037,1832.86,6.19,-97.91,-4.9067
GV-00038,1888.82,44.51,-97.27,-5.0908
GV-00039,1944.49,38.95,-90.36,-5.0829
GV-00040,1963.24,27.02,-88.89,-5.2697
GV-00041,2032.07,26.36,-104.36,-5.1068
GV-00042,2056.14,31.85,-123.81,-5.1823
GV-00043,2113.61,29.22,-139.34,-5.2717
GV-00044,2167.67,35.04,-155.36,-5.4284
GV-00045,2225.73,38.71,-170.43,-5.2021
GV-00046,2268.07,21.64,-175.77,-5.1234
GV-00047,2311.46,10.12,-179.75,-5.2645
GV-00048,2390.52,29.34,-188.31,-5.1252
GV-00049,2415.4,37.0,-204.03,-5.2107
GV-00050,2475.57,32.03,-220.28,-5.1429
GV-00051,2513.15,33.25,-244.8,-5.1421
GV-00052,2556.87,7.19,-261.71,-5.3006
GV-00053,2607.16,24.04,-267.1,-5.1237
GV-00054,2677.07,32.58,-282.57,-5.2893
GV-00055,2721.59,17.72,-289.19,-5.1481
GV-00056,2755.51,24.13,-300.72,-5.3083
GV-00057,2838.11,29.83,-305.88,-5.2705
GV-00058,2876.66,40.41,-310.61,-5.4801
GV-00059,2936.95,17.88,-321.9,-5.2926
