# crs: EPSG:2193
# origin_xy_absolute_m: 1164512.793, 5001041.470
id,x_m,y_m,z_m,gravity_mgal
GV-00001,30.93,42.08,-577.01,-7.5576
GV-00002,93.32,34.39,-561.11,-7.7888
GV-00003,127.8,33.93,-538.97,-7.5923
GV-00004,182.87,16.94,-526.46,-7.8815
GV-00005,215.2,8.46,-529.92,-7.6227
GV-00006,270.07,15.09,-557.45,-7.8885
GV-00007,333.78,8.57,-587.36,-7.8582
GV-00008,385.76,6.68,-607.61,-7.8111
GV-00009,408.23,38.95,-617.67,-7.9155
GV-00010,488.33,6.72,-633.17,-7.8553
GV-00011,507.05,25.95,-640.77,-7.8822
GV-00012,566.36,43.57,-644.17,-8.0822
GV-00013,607.76,30.58,-642.8,-7.8288
GV-00014,665.78,38.15,-620.65,-7.8684
GV-00015,712.25,40.84,-602.08,-7.8107
GV-00016,793.51,30.77,-613.78,-7.7903
GV-00017,820.92,27.11,-626.25,-8.0002
GV-00018,865.84,26.28,-623.67,-8.062
GV-00019,944.92,15.2,-613.21,-7.7648
GV-00020,974.08,41.61,-581.83,-7.7785
GV-00021,1012.48,31.78,-556.23,-7.89
GV-00022,1092.63,32.68,-558.09,-7.8373
GV-00023,1120.46,12.95,-574.12,-7.9721
GV-00024,1189.77,34.84,-610.07,-8.0012
GV-00025,1241.35,13.58,-651.34,-7.732
GV-00026,1290.12,27.92,-703.67,-7.9208
GV-00027,1317.81,32.63,-746.13,-7.8173
GV-00028,1381.32,43.38,-756.91,-7.8562
GV-00029,1435.26,20.37,-743.01,-8.1414
GV-00030,1464.6,28.36,-730.72,-7.8795
GV-00031,1534.25,5.99,-711.58,-7.9564
GV-00032,1560.73,25.65,-723.67,-8.0605
GV-00033,1608.29,24.53,-759.62,-8.0192
GV-00034,1690.75,19.46,-780.82,-7.9127
GV-00035,1718.53,41.4,-806.69,-7.9353
GV-00036,1774.95,13.5,-826.62,-7.92
GV-00037,1835.63,16.58,-842.95,-8.1495
GV-00038,1855.01,19.52,-852.41,-7.966
GV-00039,1942.76,11.02,-859.32,-7.9041
GV-00040,1989.02,8.56,-855.64,-7.9244
GV-00041,2039.39,44.36,-832.61,-7.8558
GV-00042,2084.07,33.3,-772.54,-8.0282
GV-00043,2120.96,10.42,-720.97,-7.8269
GV-00044,2172.34,20.42,-695.96,-7.9005
GV-00045,2239.73,16.68,-696.88,-7.8385
GV-00046,2279.51,5.8,-726.84,-7.8128
GV-00047,2309.41,35.53,-756.47,-7.8452
GV-00048,2367.3,12.2,-796.8,-7.8073
GV-00049,2432.56,15.71,-811.61,-8.012
GV-00050,2478.52,10.44,-808.02,-7.7371
GV-00051,2511.86,39.09,-791.96,-7.9672
GV-00052,2590.37,22.34,-767.72,-7.9292
GV-00053,2608.56,17.95,-735.08,-7.7379
GV-00054,2657.63,25.0,-713.47,-7.7922
GV-00055,2706.74,38.94,-709.65,-7.8372
GV-00056,2793.29,18.27,-701.81,-7.8587
GV-00057,2840.58,6.21,-681.91,-7.8763
GV-00058,2874.51,36.25,-660.99,-7.9786
GV-00059,2944.02,42.11,-635.45,-7.7793
GV-00060,2973.79,42.91,-614.76,-7.7518
GV-00061,3006.8,32.59,-604.61,-7.4855
GV-00062,3079.32,44.22,-606.57,-7.8725
GV-00063,3121.68,5.6,-624.02,-7.7697
GV-00064,3176.63,44.99,-630.95,-7.677
GV-00065,3222.23,37.29,-651.99,-7.6138
GV-00066,3284.8,28.13,-694.75,-7.5208
GV-00067,3334.33,41.74,-727.48,-7.5275
GV-00068,3363.45,44.5,-779.65,-7.4933
GV-00069,3413.28,40.65,-828.06,-7.5319
GV-00070,3472.36,36.59,-896.57,-7.5997
GV-00071,3518.71,20.69,-957.85,-7.3812
GV-00072,3555.44,28.0,-979.6,-7.41
GV-00073,3623.28,9.78,-1005.11,-7.3908
GV-00074,3673.57,37.19,-1052.69,-7.4522
GV-00075,3718.3,21.5,-1078.07,-7.4824
GV-00076,3778.57,16.62,-1080.86,-7.5271
GV-00077,3834.19,6.85,-1085.45,-7.3834
GV-00078,3886.59,5.77,-1085.83,-7.4159
GV-00079,3907.98,34.93,-1101.98,-7.4022
GV-00080,3980.64,14.09,-1123.03,-7.3587
GV-00081,4034.1,16.21,-1119.99,-7.38
GV-00082,4061.88,25.11,-1122.89,-7.3056
GV-00083,4144.29,19.94,-1118.11,-7.4815
GV-00084,4181.17,27.8,-1131.79,-7.1686
GV-00085,4224.43,25.31,-1147.71,-7.3928
GV-00086,4290.66,13.83,-1132.87,-7.2521
GV-00087,4315.58,18.57,-1133.51,-7.2581
GV-00088,4366.51,13.4,-1138.09,-7.1497
GV-00089,4423.98,9.98,-1145.49,-7.359
GV-00090,4486.71,27.26,-1148.32,-7.2245
GV-00091,4526.74,41.21,-1137.22,-7.4197
GV-00092,4559.33,10.7,-1123.12,-7.286
GV-00093,4611.36,18.41,-1108.79,-7.2663
GV-00094,4662.02,18.78,-1097.47,-7.2682
GV-00095,4731.16,24.06,-1090.98,-7.124
GV-00096,4790.23,22.08,-1073.75,-7.1197
GV-00097,4826.24,32.92,-1064.03,-7.3275
GV-00098,4855.33,30.48,-1063.35,-7.1443
GV-00099,4943.3,36.49,-1086.12,-7.2083
GV-00100,4967.22,43.4,-1085.23,-7.135
GV-00101,5032.44,33.34,-1091.47,-6.9614
GV-00102,5059.41,44.19,-1082.0,-7.1588
GV-00103,5136.18,8.63,-1082.56,-7.2358
GV-00104,5158.17,41.63,-1077.07,-7.1134
GV-00105,5215.21,35.13,-1065.51,-6.945
GV-00106,5260.42,19.02,-1059.87,-7.0514
GV-00107,5322.45,25.33,-1047.51,-6.9869
GV-00108,5381.63,37.69,-1042.8,-6.9984
GV-00109,5424.64,20.47,-1030.39,-7.0399
GV-00110,5484.18,9.63,-1035.53,-6.9976
GV-00111,5521.92,19.79,-1023.18,-7.0467
GV-00112,5573.33,23.71,-1018.5,-6.9265
GV-00113,5612.89,10.65,-1004.35,-6.8393
GV-00114,5678.47,11.62,-1002.34,-6.6198
GV-00115,5734.8,7.9,-997.49,-6.7025
GV-00116,5793.99,43.4,-995.68,-6.793
GV-00117,5816.77,19.79,-986.48,-6.8141
GV-00118,5867.93,26.45,-987.54,-6.5709
GV-00119,5932.48,11.16,-986.45,-6.5281
GV-00120,5957.17,23.37,-979.31,-6.5377
GV-00121,6009.03,6.37,-972.01,-6.5888
GV-00122,6058.15,32.5,-956.14,-6.5524
GV-00123,6144.29,38.76,-933.47,-6.4385
GV-00124,6179.86,28.38,-900.66,-6.2188
GV-00125,6215.7,13.38,-850.43,-6.3145
GV-00126,6276.8,19.27,-807.18,-6.1155
GV-00127,6322.54,10.96,-768.86,-5.9656
GV-00128,6380.4,6.13,-731.46,-5.9671
GV-00129,39.63,56.82,-559.96,-7.5249
GV-00130,65.1,86.31,-540.81,-7.5956
GV-00131,114.15,74.1,-529.34,-7.7688
GV-00132,157.27,84.42,-534.79,-7.9261
GV-00133,235.94,59.43,-556.21,-7.6788
GV-00134,268.33,94.9,-576.22,-7.7127
GV-00135,328.64,74.89,-598.93,-7.7823
GV-00136,380.27,56.67,-649.61,-7.8602
GV-00137,416.3,60.29,-673.29,-7.8377
GV-00138,484.29,92.38,-694.31,-7.8877
GV-00139,528.12,73.03,-703.53,-7.9578
GV-00140,557.99,82.8,-705.56,-7.8395
GV-00141,617.3,83.33,-702.22,-7.9424
GV-00142,687.91,81.47,-681.63,-7.8609
GV-00143,713.08,77.04,-658.16,-7.9679
GV-00144,768.2,75.08,-657.73,-7.8962
GV-00145,817.84,64.49,-670.47,-7.8947
GV-00146,883.87,86.58,-658.03,-7.8626
GV-00147,908.8,87.16,-633.37,-7.8053
GV-00148,976.94,88.0,-601.21,-8.0236
GV-00149,1039.24,59.54,-581.35,-7.9328
GV-00150,1074.99,70.87,-578.94,-7.8574
GV-00151,1125.17,77.19,-600.17,-7.9617
GV-00152,1191.53,62.53,-626.84,-7.9506
GV-00153,1212.51,73.37,-674.66,-8.0178
GV-00154,1283.13,78.56,-746.44,-8.2153
GV-00155,1330.4,59.61,-774.64,-8.0362
GV-00156,1392.24,70.83,-790.71,-8.1181
GV-00157,1439.16,76.96,-778.05,-7.9147
GV-00158,1461.84,73.56,-754.36,-8.1123
GV-00159,1507.15,76.81,-734.02,-8.1608
GV-00160,1593.07,92.71,-737.99,-7.8601
GV-00161,1605.07,61.59,-749.46,-8.0587
GV-00162,1663.44,70.11,-766.82,-7.8703
GV-00163,1721.52,93.02,-779.3,-8.1375
GV-00164,1767.07,78.41,-805.17,-8.2244
GV-00165,1825.38,57.71,-823.94,-8.037
GV-00166,1876.26,69.84,-849.41,-8.036
GV-00167,1937.89,86.32,-858.03,-7.9801
GV-00168,1974.63,65.63,-867.08,-8.0046
GV-00169,2014.23,60.44,-843.29,-7.9633
GV-00170,2093.64,57.09,-793.25,-8.0464
GV-00171,2117.58,60.32,-740.42,-7.9976
GV-00172,2164.3,84.69,-718.0,-7.9915
GV-00173,2224.38,83.19,-725.36,-7.9221
GV-00174,2285.62,91.55,-756.75,-7.9648
GV-00175,2333.36,90.48,-774.99,-8.0718
GV-00176,2390.9,80.86,-812.04,-7.9212
GV-00177,2415.04,77.31,-825.04,-7.959
GV-00178,2456.94,65.16,-825.69,-7.9424
GV-00179,2526.31,86.18,-802.84,-7.8621
GV-00180,2576.2,88.49,-787.33,-7.9125
GV-00181,2624.85,66.99,-768.69,-7.9495
GV-00182,2674.94,75.24,-755.86,-7.9294
GV-00183,2740.69,60.58,-742.88,-7.8904
GV-00184,2773.5,73.03,-737.43,-8.0796
GV-00185,2832.21,66.37,-720.61,-7.9238
GV-00186,2886.75,91.55,-702.45,-7.7004
GV-00187,2913.95,66.42,-681.8,-7.7871
GV-00188,2966.86,94.89,-643.95,-7.8372
GV-00189,3025.54,68.01,-628.92,-7.6741
GV-00190,3070.34,81.59,-649.67,-7.8987
GV-00191,3111.4,69.72,-659.89,-7.6989
GV-00192,3178.15,74.69,-662.32,-7.8067
GV-00193,3207.42,79.05,-682.3,-7.6057
GV-00194,3267.42,79.15,-719.38,-7.7174
GV-00195,3320.21,92.75,-757.72,-7.6013
GV-00196,3374.91,88.99,-810.14,-7.6196
GV-00197,3412.11,73.66,-863.32,-7.6246
GV-00198,3483.19,92.5,-911.02,-7.6825
GV-00199,3526.61,83.76,-964.63,-7.5691
GV-00200,3555.46,94.59,-988.43,-7.7415
GV-00201,3639.54,77.99,-1017.88,-7.381
GV-00202,3667.44,94.87,-1048.14,-7.4197
GV-00203,3731.31,70.35,-1083.99,-7.3865
GV-00204,3785.6,62.58,-1109.29,-7.4275
GV-00205,3831.96,73.05,-1112.4,-7.3659
