id,x_m,y_m,z_m,gravity_mgal
GV-00001,21.87,6.81,-797.76,-8.8031
GV-00002,88.91,44.06,-798.67,-8.9631
GV-00003,123.35,40.39,-796.7,-9.071
GV-00004,194.47,25.13,-798.18,-9.0308
GV-00005,208.47,21.05,-853.46,-9.1995
GV-00006,285.38,39.35,-848.48,-9.1314
GV-00007,322.63,16.95,-851.57,-9.2896
GV-00008,387.09,25.49,-848.63,-9.4294
GV-00009,428.46,37.86,-847.74,-9.3542
GV-00010,479.1,22.09,-852.82,-9.2929
GV-00011,507.87,13.0,-852.48,-9.5327
GV-00012,591.46,24.48,-853.19,-9.4802
GV-00013,641.21,32.88,-846.14,-9.4938
GV-00014,683.23,41.52,-851.95,-9.5253
GV-00015,714.98,16.73,-897.02,-9.4081
GV-00016,766.16,32.02,-904.87,-9.2228
GV-00017,837.02,36.35,-903.6,-9.4184
GV-00018,882.1,29.96,-904.49,-9.4033
GV-00019,943.74,9.51,-902.49,-9.4242
GV-00020,987.36,22.5,-904.34,-9.6425
GV-00021,1044.55,23.9,-897.56,-9.5468
GV-00022,1085.09,8.44,-903.0,-9.5118
GV-00023,1130.92,16.08,-895.61,-9.4036
GV-00024,1190.84,11.9,-896.78,-9.4297
GV-00025,1229.06,23.4,-895.53,-9.4249
GV-00026,1257.6,40.28,-847.86,-9.3672
GV-00027,1312.93,9.24,-848.47,-9.4111
GV-00028,1364.27,35.16,-847.9,-9.2362
GV-00029,1419.29,37.72,-848.52,-9.4254
GV-00030,1468.52,35.21,-852.74,-9.116
GV-00031,1522.15,22.85,-850.38,-9.2348
GV-00032,1562.26,23.13,-845.25,-9.2299
GV-00033,1616.12,42.01,-846.53,-9.2708
GV-00034,1664.23,26.82,-852.21,-9.1698
GV-00035,1725.96,8.22,-850.57,-9.1557
GV-00036,1760.38,23.43,-854.78,-9.2204
GV-00037,1814.76,33.18,-846.17,-9.1718
GV-00038,1882.86,22.89,-847.39,-9.1197
GV-00039,1935.02,22.39,-845.96,-9.1141
GV-00040,1982.51,5.44,-901.37,-9.0898
GV-00041,2027.2,34.98,-902.34,-9.2526
