# crs: EPSG:2193
# origin_xy_absolute_m: 1676107.612, 5370231.511
id,x_m,y_m,z_m,gravity_mgal
GV-00001,17.36,6.47,-349.95,-6.8595
GV-00002,88.19,44.8,-339.82,-7.0871
GV-00003,111.38,33.87,-322.24,-7.0492
GV-00004,189.7,33.24,-305.06,-7.0142
GV-00005,221.94,30.97,-290.31,-7.4232
GV-00006,292.68,19.61,-271.38,-7.2266
GV-00007,343.31,31.13,-271.9,-7.5986
GV-00008,359.1,16.75,-273.5,-7.4737
GV-00009,442.28,38.67,-283.24,-7.7235
GV-00010,493.75,40.3,-305.25,-7.9319
GV-00011,535.52,36.7,-318.42,-7.9772
GV-00012,565.26,22.78,-332.8,-7.9217
GV-00013,636.76,20.99,-341.63,-8.0365
GV-00014,666.72,14.15,-363.82,-8.1139
GV-00015,707.87,13.08,-367.19,-8.3313
GV-00016,779.03,40.41,-386.77,-8.3141
GV-00017,820.24,22.14,-402.09,-8.5008
GV-00018,885.31,14.51,-429.99,-8.3753
GV-00019,917.42,29.83,-446.65,-8.3593
GV-00020,969.61,42.78,-410.19,-8.5303
GV-00021,1039.05,23.64,-382.5,-8.5312
GV-00022,1089.31,38.5,-343.42,-8.5754
GV-00023,1115.22,30.72,-340.44,-8.7766
GV-00024,1187.75,16.65,-341.24,-8.7269
GV-00025,1224.13,6.35,-346.25,-8.8282
GV-00026,1293.75,30.67,-354.96,-8.9559
GV-00027,1311.8,22.47,-362.02,-8.8385
GV-00028,1356.08,18.65,-365.3,-9.0476
GV-00029,1439.25,40.95,-361.74,-9.1219
GV-00030,1491.99,40.14,-349.73,-9.0483
GV-00031,1526.81,34.68,-336.88,-9.1808
GV-00032,1570.16,21.42,-327.71,-9.3676
GV-00033,1635.28,19.37,-310.4,-9.2036
GV-00034,1663.84,7.53,-291.95,-9.349
GV-00035,1716.94,14.57,-305.54,-9.3391
GV-00036,1785.88,29.96,-323.83,-9.2935
GV-00037,1828.98,42.84,-337.6,-9.435
GV-00038,1887.77,29.73,-357.07,-9.2562
GV-00039,1943.44,33.84,-360.6,-9.3588
GV-00040,1977.69,14.01,-378.93,-9.4773
GV-00041,2027.32,29.3,-397.75,-9.5444
GV-00042,2091.84,6.77,-417.11,-9.5587
GV-00043,2121.56,30.74,-426.85,-9.4978
GV-00044,2182.98,15.7,-434.44,-9.3465
GV-00045,2223.41,42.81,-417.47,-9.4206
GV-00046,2284.1,6.84,-398.84,-9.5621
GV-00047,2324.04,12.54,-394.41,-9.435
GV-00048,2366.29,24.58,-379.94,-9.3679
GV-00049,2440.63,14.91,-366.77,-9.2659
GV-00050,2455.9,29.42,-368.28,-9.4551
GV-00051,2526.96,20.16,-386.68,-9.4094
GV-00052,2556.02,25.37,-409.22,-9.4081
GV-00053,2606.67,7.73,-419.1,-9.2836
GV-00054,2669.16,21.76,-420.65,-9.3709
GV-00055,2730.01,41.52,-410.83,-9.2811
GV-00056,2757.04,18.24,-406.15,-9.1837
GV-00057,2829.62,36.54,-400.4,-9.2232
GV-00058,2884.36,5.46,-385.07,-9.3054
GV-00059,2918.3,27.79,-372.62,-9.1142
GV-00060,2976.58,8.91,-367.28,-9.1738
GV-00061,3014.95,5.78,-365.98,-9.0377
GV-00062,3062.52,6.47,-362.23,-9.0786
GV-00063,3107.0,13.67,-344.35,-8.8798
GV-00064,3163.12,27.21,-332.71,-8.9291
GV-00065,3222.56,36.95,-341.41,-8.9542
GV-00066,3286.08,10.91,-366.15,-8.8307
GV-00067,3341.44,35.46,-391.96,-8.9109
GV-00068,3379.47,32.42,-413.56,-8.5618
GV-00069,3424.8,35.41,-419.88,-8.706
GV-00070,3473.19,40.35,-414.78,-8.7123
GV-00071,3530.33,39.57,-415.08,-8.6319
GV-00072,3572.27,29.82,-401.22,-8.5918
GV-00073,3642.88,40.64,-399.08,-8.5234
GV-00074,3687.56,16.03,-382.94,-8.4363
GV-00075,3728.45,19.74,-388.6,-8.3683
GV-00076,3770.95,23.92,-380.07,-8.1668
GV-00077,3809.24,10.02,-376.61,-8.3076
GV-00078,3883.61,6.46,-358.76,-8.1617
GV-00079,3912.82,16.04,-356.54,-7.9585
GV-00080,3959.81,26.47,-370.93,-8.033
