# crs: EPSG:2193
# origin_xy_absolute_m: 1488060.416, 5142725.227
id,x_m,y_m,z_m,gravity_mgal
GV-00001,17.78,24.4,42.11,-6.8093
GV-00002,82.43,6.19,43.04,-7.1585
GV-00003,131.57,13.89,44.16,-7.1838
GV-00004,173.42,13.71,42.24,-7.3994
GV-00005,217.2,27.36,47.04,-7.4386
GV-00006,257.64,30.34,47.48,-7.4627
GV-00007,305.16,20.09,40.16,-7.6688
GV-00008,356.53,6.23,43.72,-7.8219
GV-00009,430.63,18.98,48.63,-7.6889
GV-00010,461.32,29.97,47.31,-7.8846
GV-00011,527.58,17.92,43.98,-7.9531
GV-00012,587.25,25.76,39.58,-8.0436
GV-00013,611.14,8.61,38.31,-8.177
GV-00014,689.31,13.57,41.1,-8.0131
GV-00015,738.86,21.81,43.24,-8.3335
GV-00016,772.82,14.72,43.88,-8.3684
GV-00017,836.22,21.77,41.0,-8.2884
GV-00018,893.46,44.9,41.9,-8.2434
GV-00019,938.03,34.53,45.96,-8.3954
GV-00020,960.96,18.0,39.36,-8.4597
GV-00021,1019.83,28.73,39.97,-8.529
GV-00022,1062.09,30.22,39.02,-8.5395
GV-00023,1124.5,41.57,38.71,-8.5234
GV-00024,1165.42,22.51,39.91,-8.5556
GV-00025,1238.85,15.06,43.83,-8.6013
GV-00026,1261.68,12.67,41.86,-8.7638
GV-00027,1323.16,42.85,41.8,-8.779
GV-00028,1357.02,15.71,36.59,-8.8955
GV-00029,1406.7,31.25,35.34,-8.8152
GV-00030,1456.03,26.45,40.48,-8.9695
GV-00031,1533.46,31.34,44.38,-8.9638
GV-00032,1592.43,33.6,38.62,-9.2725
GV-00033,1620.88,38.14,40.02,-9.0137
GV-00034,1690.92,7.22,43.22,-9.0786
GV-00035,1725.49,39.02,36.01,-9.2101
GV-00036,1755.47,44.83,37.47,-9.2389
GV-00037,1811.06,20.88,34.21,-9.2805
GV-00038,1860.39,28.3,40.54,-9.3169
GV-00039,1913.26,23.51,33.46,-9.4554
GV-00040,1984.91,32.51,40.65,-9.5008
GV-00041,2017.49,26.26,38.7,-9.5451
GV-00042,2063.98,31.46,38.32,-9.452
GV-00043,2118.87,14.82,44.02,-9.5685
GV-00044,2186.19,26.4,38.01,-9.6576
GV-00045,2216.84,6.85,36.58,-9.6223
GV-00046,2256.61,21.86,35.53,-9.7178
GV-00047,2338.04,5.63,33.23,-9.6541
GV-00048,2355.14,43.93,32.7,-9.8428
GV-00049,2424.41,30.72,31.76,-9.7626
GV-00050,2464.64,37.01,41.59,-9.9845
GV-00051,2519.32,20.1,39.82,-10.0106
GV-00052,2556.73,20.44,31.87,-10.082
GV-00053,2644.72,43.89,31.05,-10.1946
GV-00054,2679.37,22.62,35.2,-10.0794
GV-00055,2732.38,9.57,33.21,-10.0712
GV-00056,2782.9,12.76,32.42,-10.1073
GV-00057,2805.92,43.61,30.97,-10.1759
GV-00058,2879.1,23.63,35.91,-10.2877
GV-00059,2928.63,7.99,36.96,-10.3714
GV-00060,2955.25,44.36,37.02,-10.2387
GV-00061,3021.52,41.92,35.56,-10.6241
GV-00062,3063.29,36.86,34.58,-10.5916
GV-00063,3119.6,36.75,36.36,-10.4723
GV-00064,3187.63,6.1,34.26,-10.6392
GV-00065,3236.12,17.6,40.98,-10.7603
GV-00066,3268.63,36.84,39.11,-10.769
GV-00067,3313.49,40.18,40.46,-10.6893
GV-00068,3372.57,26.0,38.45,-10.7432
GV-00069,3420.75,18.34,40.55,-10.8936
GV-00070,3476.76,34.74,36.53,-10.8949
GV-00071,3534.7,39.67,34.67,-10.9242
GV-00072,3568.04,23.94,34.76,-10.8443
GV-00073,3607.77,31.68,39.95,-11.0663
GV-00074,3681.68,22.14,32.51,-10.9752
GV-00075,3708.51,12.09,33.19,-10.971
GV-00076,3787.65,8.3,37.84,-11.1527
GV-00077,3814.2,41.48,37.26,-11.2037
GV-00078,3861.31,38.83,36.32,-11.2627
GV-00079,3932.78,16.07,31.73,-11.0878
GV-00080,3964.68,14.01,31.01,-11.2169
GV-00081,4043.8,13.87,33.4,-11.233
GV-00082,4075.73,41.71,38.89,-11.2882
GV-00083,4108.34,21.73,31.23,-11.3714
GV-00084,4163.18,6.5,30.35,-11.4089
GV-00085,4242.74,30.99,30.46,-11.5303
GV-00086,4286.2,12.81,37.49,-11.504
GV-00087,4307.82,17.14,34.21,-11.6667
GV-00088,4368.36,17.47,36.79,-11.6669
GV-00089,4410.18,44.57,28.27,-11.6305
GV-00090,4462.03,7.63,31.89,-11.7324
GV-00091,4536.43,11.36,31.86,-11.6173
GV-00092,4570.42,19.03,28.09,-11.66
GV-00093,4637.54,28.8,28.85,-11.6725
GV-00094,4673.62,26.92,33.52,-11.7287
GV-00095,4707.08,8.27,31.81,-11.7547
GV-00096,4759.82,42.03,32.35,-11.7412
GV-00097,4811.13,27.73,35.04,-11.7782
GV-00098,4872.78,18.97,35.17,-11.5671
GV-00099,4924.23,41.11,33.05,-11.8397
GV-00100,4960.47,28.17,36.76,-11.6807
GV-00101,5031.51,41.31,32.3,-12.0937
GV-00102,5074.93,23.27,33.12,-11.9142
GV-00103,5108.81,19.8,33.71,-11.8412
GV-00104,5160.88,42.12,31.99,-11.7647
GV-00105,5206.2,30.11,32.54,-11.8683
GV-00106,5289.3,17.24,37.73,-11.6993
GV-00107,5308.97,11.23,33.57,-12.0005
GV-00108,5376.94,13.06,32.82,-11.9015
GV-00109,5436.96,28.23,34.62,-11.8331
GV-00110,5479.08,42.56,33.48,-11.9024
GV-00111,5513.78,41.06,37.7,-11.9842
GV-00112,5572.15,14.35,39.83,-12.0629
GV-00113,5635.03,31.35,36.34,-11.6856
GV-00114,5692.07,14.37,39.59,-11.9716
GV-00115,5714.58,44.03,31.79,-11.9076
GV-00116,5794.65,12.27,31.69,-11.9363
GV-00117,5839.38,20.66,32.1,-11.7469
GV-00118,5866.24,20.33,25.74,-11.8421
GV-00119,5911.54,7.61,24.54,-11.5128
GV-00120,5994.98,32.11,27.63,-11.5825
GV-00121,6026.28,25.73,25.13,-11.3635
GV-00122,6057.97,14.48,25.5,-11.4619
GV-00123,6142.4,32.35,30.15,-11.4333
GV-00124,6179.62,19.71,37.52,-11.2756
GV-00125,6207.47,16.09,33.02,-11.1892
GV-00126,6293.22,39.73,45.02,-11.121
GV-00127,6317.84,43.15,40.68,-10.8604
GV-00128,6383.16,37.4,34.63,-10.8626
GV-00129,43.21,91.58,41.64,-6.7887
GV-00130,56.62,76.72,50.98,-7.2202
GV-00131,112.51,84.38,49.2,-7.3451
GV-00132,160.28,79.68,50.36,-7.5364
GV-00133,221.75,91.65,49.46,-7.681
GV-00134,258.64,89.89,47.09,-7.7779
GV-00135,312.21,61.15,44.17,-7.7661
GV-00136,358.9,80.75,45.37,-7.9096
GV-00137,422.77,67.72,40.98,-7.9995
GV-00138,485.4,82.11,45.41,-8.1479
GV-00139,537.45,89.92,46.73,-8.067
GV-00140,592.81,85.24,46.0,-8.4189
GV-00141,636.6,67.37,38.48,-8.2849
GV-00142,659.16,59.11,44.69,-8.3741
GV-00143,710.47,66.59,45.93,-8.4791
GV-00144,768.76,78.51,45.16,-8.4991
GV-00145,836.64,74.43,39.54,-8.7936
GV-00146,865.29,84.79,40.16,-8.6072
GV-00147,913.92,84.2,38.69,-8.7088
GV-00148,986.54,75.0,44.02,-8.6281
GV-00149,1024.26,60.81,37.46,-8.7647
GV-00150,1073.73,71.04,37.84,-8.8455
GV-00151,1107.61,86.76,38.76,-8.816
GV-00152,1178.64,91.06,40.8,-8.9292
GV-00153,1240.59,93.63,42.37,-8.9705
GV-00154,1294.38,58.88,44.31,-9.0839
GV-00155,1326.82,66.34,41.34,-9.0333
GV-00156,1363.03,77.23,43.17,-9.0578
GV-00157,1440.42,91.59,43.83,-9.1288
GV-00158,1493.05,57.76,43.81,-9.1785
GV-00159,1543.1,71.62,43.66,-9.3043
GV-00160,1582.84,56.65,41.23,-9.5058
GV-00161,1618.56,59.41,35.39,-9.3688
GV-00162,1680.01,56.99,38.02,-9.4234
GV-00163,1719.19,67.47,33.68,-9.4642
GV-00164,1789.75,57.17,35.74,-9.5744
GV-00165,1832.01,82.91,35.34,-9.6101
GV-00166,1875.49,79.6,37.96,-9.5932
GV-00167,1927.2,89.42,37.2,-9.7972
GV-00168,1963.4,83.46,33.61,-9.6122
GV-00169,2024.79,59.35,42.94,-9.9567
GV-00170,2066.32,75.09,38.93,-9.7068
GV-00171,2112.51,88.01,39.1,-10.0013
GV-00172,2189.37,66.17,33.8,-9.7908
GV-00173,2209.05,94.76,39.13,-9.963
GV-00174,2283.02,88.77,36.27,-10.0178
GV-00175,2310.54,83.85,33.56,-10.0438
GV-00176,2385.08,79.03,35.13,-10.2175
GV-00177,2417.45,59.76,35.94,-10.1873
GV-00178,2466.44,62.41,40.48,-10.2222
GV-00179,2531.78,67.66,42.51,-10.2
GV-00180,2585.0,67.37,37.1,-10.2852
GV-00181,2626.85,81.92,34.62,-10.3395
GV-00182,2693.0,93.97,32.91,-10.4617
GV-00183,2712.48,89.5,33.4,-10.4309
GV-00184,2778.03,77.84,35.3,-10.6132
GV-00185,2809.99,63.69,31.23,-10.642
GV-00186,2881.32,70.46,38.6,-10.7715
GV-00187,2908.23,90.33,29.55,-10.6875
GV-00188,2967.96,79.14,33.71,-10.8212
GV-00189,3014.55,76.5,36.77,-10.7958
GV-00190,3059.32,79.03,39.48,-11.0472
GV-00191,3141.62,90.67,33.83,-11.0695
GV-00192,3177.09,72.11,39.28,-10.9575
GV-00193,3232.3,67.61,32.06,-11.0893
GV-00194,3286.25,86.77,37.66,-11.0792
GV-00195,3312.8,65.96,40.33,-11.2273
GV-00196,3379.21,86.61,39.07,-11.3322
GV-00197,3434.03,75.21,31.25,-11.1743
GV-00198,3465.19,74.71,38.02,-11.1616
GV-00199,3519.2,62.36,30.93,-11.3087
GV-00200,3565.17,89.46,38.48,-11.393
GV-00201,3624.96,63.06,36.73,-11.4565
GV-00202,3692.46,63.57,37.01,-11.2867
GV-00203,3743.5,81.13,32.94,-11.7139
GV-00204,3759.83,58.9,38.1,-11.4449
GV-00205,3825.84,85.31,33.5,-11.6529
GV-00206,3856.35,57.12,38.99,-11.7099
GV-00207,3913.69,66.26,33.0,-11.471
GV-00208,3966.52,57.22,30.56,-11.4658
GV-00209,4010.72,70.56,33.52,-11.6221
GV-00210,4086.13,58.99,31.78,-11.7205
GV-00211,4128.89,61.61,33.82,-11.6542
GV-00212,4164.47,64.69,38.2,-11.8045
GV-00213,4244.66,87.06,30.38,-11.7623
GV-00214,4262.42,57.88,35.75,-11.7904
GV-00215,4339.41,93.56,35.69,-11.8245
GV-00216,4386.05,79.92,28.89,-11.9211
GV-00217,4414.78,63.44,33.79,-11.8601
GV-00218,4457.12,88.79,36.25,-12.0205
GV-00219,4539.8,57.04,29.69,-11.985
GV-00220,4569.07,62.18,36.88,-12.0102
GV-00221,4607.26,80.2,34.91,-12.0036
GV-00222,4684.18,81.51,34.98,-12.1
GV-00223,4725.91,59.91,35.24,-12.0989
GV-00224,4766.57,68.81,33.9,-11.9744
GV-00225,4820.39,88.7,31.44,-12.269
GV-00226,4872.69,77.58,33.1,-12.2313
GV-00227,4925.89,66.71,29.56,-12.2043
GV-00228,4969.1,64.23,30.57,-12.1813
GV-00229,5033.47,65.07,37.22,-12.2793
GV-00230,5074.13,87.4,28.99,-12.0579
GV-00231,5112.64,88.6,31.81,-12.1947
GV-00232,5186.49,76.02,33.61,-12.3016
GV-00233,5227.74,66.17,27.38,-12.2093
GV-00234,5266.91,55.57,35.38,-12.3392
GV-00235,5316.19,64.15,32.29,-12.2137
GV-00236,5385.63,73.97,30.97,-12.3964
GV-00237,5406.7,57.71,26.16,-12.3388
GV-00238,5460.86,83.69,30.53,-12.101
GV-00239,5514.31,82.01,40.69,-12.2162
GV-00240,5575.66,89.45,36.09,-12.3069
GV-00241,5618.97,57.63,31.49,-12.1813
GV-00242,5666.05,55.71,29.06,-12.1872
GV-00243,5740.45,60.64,28.26,-12.1809
GV-00244,5788.96,66.16,28.11,-12.2579
GV-00245,5818.5,81.96,31.78,-12.0796
GV-00246,5856.7,86.18,30.59,-12.0173
GV-00247,5911.66,62.15,26.14,-11.841
GV-00248,5955.48,93.32,27.58,-11.9767
GV-00249,6034.79,65.88,27.76,-11.9279
GV-00250,6055.59,80.46,23.79,-11.8772
GV-00251,6126.14,72.0,27.18,-11.9293
GV-00252,6155.14,61.76,28.98,-11.6199
GV-00253,6227.7,82.69,26.38,-11.4677
GV-00254,6266.93,93.66,33.1,-11.4978
GV-00255,6330.86,64.85,29.39,-11.2769
GV-00256,6369.97,61.79,26.18,-11.0129
GV-00257,29.69,110.99,49.99,-6.9778
GV-00258,85.22,132.01,50.62,-7.351
GV-00259,127.22,121.81,49.37,-7.5997
GV-00260,190.91,118.81,48.96,-7.6176
GV-00261,243.9,109.93,42.71,-7.9184
GV-00262,275.35,115.04,49.27,-8.0649
GV-00263,341.33,122.99,45.95,-8.1005
GV-00264,380.35,122.52,39.24,-8.1275
GV-00265,406.5,143.47,39.33,-8.2867
GV-00266,487.28,116.1,39.09,-8.3839
GV-00267,542.13,118.31,47.17,-8.352
GV-00268,574.39,109.51,38.44,-8.2523
GV-00269,605.77,114.14,45.59,-8.6615
GV-00270,667.41,141.11,38.61,-8.5122
GV-00271,705.58,140.78,40.96,-8.8451
GV-00272,762.09,134.9,38.42,-8.9556
GV-00273,814.11,129.76,39.48,-8.7064
GV-00274,887.56,126.54,43.37,-8.9863
GV-00275,909.39,120.88,36.87,-8.8569
GV-00276,969.1,137.33,40.21,-8.9698
GV-00277,1006.69,114.31,44.0,-9.1674
GV-00278,1084.2,134.83,41.71,-9.1787
GV-00279,1121.09,132.55,37.67,-9.2175
GV-00280,1189.45,125.21,37.35,-9.2955
GV-00281,1234.13,138.3,38.4,-9.2461
GV-00282,1282.13,135.09,44.36,-9.3678
GV-00283,1344.88,112.19,36.52,-9.4291
GV-00284,1355.02,124.6,37.58,-9.3725
GV-00285,1418.38,142.19,40.68,-9.6018
GV-00286,1468.4,133.35,38.89,-9.3992
GV-00287,1530.18,139.97,43.5,-9.5571
GV-00288,1580.61,140.27,39.23,-9.6502
GV-00289,1632.79,115.11,38.11,-9.675
GV-00290,1679.79,133.11,34.5,-9.7882
GV-00291,1730.76,116.15,34.0,-9.827
GV-00292,1791.0,109.1,37.91,-9.7334
GV-00293,1810.05,135.55,41.38,-10.0004
GV-00294,1886.85,136.02,40.12,-9.9376
GV-00295,1931.21,111.46,39.25,-10.1505
GV-00296,1973.19,112.8,39.26,-10.1566
GV-00297,2008.0,131.44,35.28,-10.1477
GV-00298,2083.36,140.54,35.92,-10.178
