# crs: EPSG:2193
# origin_xy_absolute_m: 1389202.549, 5146923.796
id,x_m,y_m,z_m,gravity_mgal
GV-00001,12.25,39.65,-412.26,-5.9708
GV-00002,58.82,26.0,-410.91,-5.9112
GV-00003,129.49,21.45,-438.49,-5.9941
GV-00004,189.38,38.31,-465.48,-6.1911
GV-00005,209.66,30.74,-498.65,-6.1662
GV-00006,284.08,21.67,-533.87,-6.1657
GV-00007,342.48,28.12,-586.47,-6.1018
GV-00008,364.7,28.8,-633.38,-6.0974
GV-00009,406.07,15.3,-676.8,-5.8862
GV-00010,470.02,29.04,-721.4,-6.1926
GV-00011,511.44,14.98,-796.18,-6.0072
GV-00012,578.17,43.59,-830.5,-6.3287
GV-00013,618.02,23.53,-854.12,-6.0082
GV-00014,668.12,43.93,-893.84,-5.9321
GV-00015,705.02,5.08,-925.48,-6.0658
GV-00016,767.15,10.75,-969.46,-6.1331
GV-00017,831.54,24.36,-994.6,-5.9702
GV-00018,866.2,38.61,-1030.2,-5.917
GV-00019,910.64,25.74,-1052.65,-6.027
GV-00020,980.22,19.84,-1088.74,-5.8747
GV-00021,1015.58,44.01,-1108.56,-5.8414
GV-00022,1077.5,37.95,-1131.47,-5.8215
GV-00023,1134.96,30.31,-1153.97,-5.8857
GV-00024,1188.3,42.8,-1171.81,-5.7172
GV-00025,1227.17,36.43,-1185.27,-5.7281
GV-00026,1261.29,33.56,-1183.58,-5.6014
GV-00027,1313.44,9.51,-1187.24,-5.8604
GV-00028,1374.33,10.7,-1191.24,-5.787
GV-00029,1407.1,22.8,-1189.42,-5.5403
GV-00030,1467.44,11.94,-1194.68,-5.7587
GV-00031,1532.2,35.18,-1197.25,-5.5764
GV-00032,1563.69,30.03,-1203.71,-5.5633
GV-00033,1639.0,37.05,-1201.35,-5.6093
GV-00034,1673.71,11.12,-1205.69,-5.6548
GV-00035,1723.82,30.57,-1211.02,-5.6082
GV-00036,1792.45,10.48,-1212.26,-5.4317
GV-00037,1842.05,17.82,-1211.21,-5.6463
GV-00038,1879.86,8.67,-1205.73,-5.6208
GV-00039,1924.7,24.91,-1212.0,-5.7291
GV-00040,1966.92,17.05,-1203.44,-5.5759
GV-00041,2020.67,23.78,-1205.88,-5.4464
GV-00042,2065.06,23.33,-1204.67,-5.514
GV-00043,2116.82,15.4,-1195.65,-5.4994
GV-00044,2169.38,15.9,-1180.3,-5.4808
GV-00045,2221.34,43.56,-1154.43,-5.4314
GV-00046,2286.31,30.38,-1130.58,-5.298
GV-00047,2329.55,21.12,-1110.46,-5.5171
GV-00048,2368.15,16.23,-1076.89,-5.7014
GV-00049,2411.7,37.72,-1054.79,-5.7357
GV-00050,2479.18,10.98,-1027.18,-5.62
GV-00051,2508.76,8.58,-996.94,-5.808
GV-00052,2580.44,41.4,-970.38,-5.7889
GV-00053,2642.74,29.68,-939.43,-5.7721
GV-00054,2671.81,27.47,-917.95,-5.8713
GV-00055,2712.01,7.76,-887.28,-5.972
GV-00056,2782.71,36.73,-852.49,-6.1769
GV-00057,2818.29,20.07,-817.58,-6.0121
GV-00058,2873.27,41.02,-794.18,-5.9303
GV-00059,2919.11,15.55,-758.53,-6.0311
GV-00060,2981.06,13.59,-726.12,-6.0667
GV-00061,3007.88,32.48,-685.4,-6.3041
GV-00062,3083.39,30.63,-653.13,-6.3016
GV-00063,3112.02,7.76,-610.51,-6.1086
GV-00064,3170.67,28.3,-584.93,-6.4272
GV-00065,3216.89,27.7,-541.06,-6.4671
GV-00066,3280.29,39.8,-512.59,-6.4949
GV-00067,3319.28,10.71,-473.16,-6.5642
GV-00068,3382.48,24.88,-442.68,-6.7445
GV-00069,3425.69,20.92,-413.94,-6.7471
GV-00070,3470.14,5.59,-379.23,-6.543
GV-00071,3515.09,38.18,-339.92,-6.763
GV-00072,3589.68,24.31,-303.71,-7.1465
GV-00073,3623.87,44.01,-266.07,-6.9679
GV-00074,3655.91,9.75,-229.05,-7.2715
GV-00075,3729.84,35.02,-198.22,-7.1119
GV-00076,3793.64,33.27,-161.11,-7.1524
GV-00077,3818.8,41.91,-150.41,-7.1432
GV-00078,3888.74,13.54,-155.16,-7.2456
GV-00079,3912.86,44.81,-148.07,-7.2246
GV-00080,3993.27,40.61,-131.17,-7.2178
GV-00081,4042.68,37.38,-132.45,-7.3434
GV-00082,4060.36,15.93,-134.86,-7.279
GV-00083,4129.35,7.2,-116.71,-7.285
GV-00084,4163.49,34.36,-112.55,-7.0571
GV-00085,4226.72,5.8,-115.7,-7.2796
GV-00086,4257.12,17.87,-130.78,-7.2732
GV-00087,4331.67,32.37,-155.4,-7.105
GV-00088,4382.07,40.49,-170.62,-7.0094
GV-00089,4410.19,11.5,-187.64,-6.9558
GV-00090,4492.88,42.2,-201.23,-6.9765
GV-00091,4517.8,37.65,-212.96,-6.7043
GV-00092,4593.07,19.97,-227.49,-6.5645
GV-00093,4612.02,42.27,-245.09,-6.5095
GV-00094,4655.58,40.23,-264.31,-6.4202
GV-00095,4741.17,24.12,-285.31,-6.1663
GV-00096,4758.75,14.33,-299.23,-6.0968
GV-00097,4812.91,8.66,-316.94,-6.0221
GV-00098,4880.37,15.44,-342.6,-5.7966
GV-00099,4932.54,26.6,-373.1,-5.606
GV-00100,4977.64,19.37,-400.27,-5.5235
GV-00101,5011.27,22.2,-440.71,-5.0658
GV-00102,5088.11,34.72,-474.57,-5.1098
GV-00103,5126.5,20.0,-505.78,-4.8183
GV-00104,5174.98,24.33,-537.97,-4.6393
GV-00105,5242.49,31.67,-577.08,-4.4957
GV-00106,5268.56,7.75,-604.98,-4.394
GV-00107,5311.58,39.83,-639.48,-4.1287
GV-00108,5355.76,15.16,-668.45,-4.0968
GV-00109,5433.35,38.28,-688.52,-3.8524
GV-00110,5470.83,17.16,-723.55,-3.6057
GV-00111,5530.65,14.34,-742.75,-3.416
GV-00112,5559.38,41.6,-764.68,-3.2412
GV-00113,5619.39,11.48,-783.07,-3.1754
GV-00114,5669.27,35.85,-789.05,-2.9828
GV-00115,5739.11,11.44,-786.66,-2.8789
GV-00116,5785.69,9.78,-760.4,-2.7058
GV-00117,5806.88,26.02,-736.13,-2.4562
GV-00118,5863.53,37.68,-710.16,-2.4787
GV-00119,5915.02,6.96,-677.35,-2.1702
GV-00120,5987.87,29.58,-638.75,-1.8446
GV-00121,6014.3,34.2,-611.18,-1.8085
GV-00122,6093.16,39.85,-585.63,-1.5574
GV-00123,6131.05,23.66,-553.17,-1.6417
GV-00124,6159.74,7.19,-525.75,-1.0941
GV-00125,6232.25,40.85,-488.68,-1.1493
GV-00126,6258.2,12.54,-457.5,-0.8478
GV-00127,6307.66,41.43,-425.02,-0.8948
GV-00128,6359.94,11.18,-399.65,-0.7051
GV-00129,19.29,56.85,-372.92,-5.9682
GV-00130,75.05,83.31,-397.92,-6.0557
GV-00131,120.3,77.44,-430.14,-6.0785
GV-00132,175.69,92.36,-466.34,-6.3027
GV-00133,228.61,87.26,-505.51,-6.3049
GV-00134,266.66,92.23,-544.65,-6.175
GV-00135,320.16,86.68,-596.61,-6.3131
GV-00136,389.68,76.69,-642.13,-6.2566
GV-00137,440.84,64.97,-678.93,-6.2785
GV-00138,471.57,64.81,-720.39,-6.3701
GV-00139,541.18,77.98,-782.52,-6.1142
GV-00140,568.16,59.11,-826.86,-6.363
GV-00141,605.22,57.64,-856.64,-6.1673
GV-00142,674.95,67.14,-893.47,-6.131
GV-00143,741.45,88.01,-924.28,-6.1294
GV-00144,766.7,81.14,-955.43,-6.1471
GV-00145,816.58,57.84,-986.28,-6.156
GV-00146,892.57,72.19,-1019.84,-6.0303
GV-00147,932.31,81.69,-1040.58,-5.8474
GV-00148,961.47,80.44,-1074.69,-6.1235
GV-00149,1008.14,63.42,-1085.55,-6.0942
GV-00150,1069.21,77.14,-1101.36,-6.0471
GV-00151,1109.81,89.64,-1134.87,-5.6511
GV-00152,1168.56,59.15,-1152.22,-6.0759
GV-00153,1229.06,58.79,-1176.89,-5.8488
GV-00154,1267.58,55.01,-1189.98,-5.9429
GV-00155,1309.05,81.8,-1186.73,-5.8102
GV-00156,1393.55,65.69,-1192.21,-5.7893
GV-00157,1427.16,59.03,-1190.6,-5.8233
GV-00158,1471.69,77.55,-1191.45,-5.5072
GV-00159,1507.91,62.58,-1196.82,-5.6598
GV-00160,1594.82,92.18,-1197.73,-5.7424
GV-00161,1639.42,57.84,-1199.46,-5.7387
GV-00162,1655.76,57.56,-1206.61,-5.6937
GV-00163,1736.08,57.26,-1207.61,-5.6778
GV-00164,1767.64,83.15,-1214.29,-5.6177
GV-00165,1835.38,61.07,-1206.87,-5.7373
GV-00166,1892.33,69.44,-1206.33,-5.5635
GV-00167,1927.92,77.06,-1204.75,-5.522
GV-00168,1980.25,84.13,-1209.0,-5.6206
GV-00169,2007.22,56.05,-1212.65,-5.7481
GV-00170,2061.95,82.01,-1210.7,-5.8131
GV-00171,2139.04,65.4,-1202.32,-5.7089
GV-00172,2169.95,86.58,-1183.37,-5.896
GV-00173,2238.24,67.87,-1166.82,-5.6567
GV-00174,2285.45,69.6,-1138.04,-5.7646
GV-00175,2305.42,86.17,-1112.71,-5.7365
GV-00176,2386.81,88.73,-1081.4,-5.8432
GV-00177,2438.29,81.23,-1055.27,-5.7347
GV-00178,2483.3,86.4,-1030.3,-5.7245
GV-00179,2508.87,62.96,-997.88,-5.785
GV-00180,2565.35,94.62,-972.98,-5.8049
GV-00181,2633.95,88.28,-939.64,-5.8139
GV-00182,2666.04,81.66,-908.62,-5.9749
GV-00183,2718.54,66.57,-880.6,-5.9613
GV-00184,2781.64,93.29,-854.0,-6.0657
GV-00185,2815.92,76.08,-824.12,-6.1191
GV-00186,2881.14,90.18,-799.77,-6.1023
GV-00187,2908.81,71.67,-767.62,-6.1383
GV-00188,2979.91,78.96,-727.88,-6.2813
GV-00189,3031.38,56.48,-700.75,-6.2914
GV-00190,3084.01,63.87,-661.5,-6.4556
GV-00191,3144.24,65.48,-631.22,-6.3525
GV-00192,3178.11,81.97,-593.01,-6.5263
GV-00193,3213.09,82.74,-558.49,-6.6534
GV-00194,3281.28,58.76,-524.12,-6.5667
GV-00195,3340.95,94.47,-486.39,-6.6996
GV-00196,3387.56,81.24,-447.69,-6.8517
GV-00197,3431.97,76.87,-408.96,-7.0457
GV-00198,3491.8,62.66,-381.63,-6.9602
GV-00199,3526.19,85.31,-342.86,-7.2019
GV-00200,3574.54,93.93,-307.36,-7.1565
GV-00201,3605.22,63.51,-276.19,-7.4407
GV-00202,3683.38,94.65,-229.35,-7.4272
GV-00203,3715.92,91.83,-200.73,-7.5316
GV-00204,3759.61,62.81,-161.17,-7.5612
GV-00205,3807.87,82.98,-158.16,-7.5201
GV-00206,3872.28,73.82,-155.14,-7.7507
GV-00207,3932.7,75.68,-155.61,-7.4615
GV-00208,3985.34,62.95,-152.49,-7.6877
GV-00209,4008.73,67.6,-143.63,-7.685
GV-00210,4091.71,70.27,-149.86,-7.7476
GV-00211,4132.84,79.93,-147.03,-7.7814
GV-00212,4167.79,72.02,-135.96,-7.71
GV-00213,4215.77,86.62,-123.47,-7.7486
GV-00214,4287.93,60.78,-127.01,-7.5651
GV-00215,4316.41,88.26,-150.32,-7.4901
GV-00216,4382.36,58.72,-160.86,-7.5922
GV-00217,4444.35,83.2,-173.77,-7.3384
GV-00218,4484.87,78.11,-189.58,-7.2796
GV-00219,4507.98,75.58,-203.5,-7.2257
GV-00220,4579.79,73.37,-219.95,-7.0622
GV-00221,4641.62,77.05,-229.34,-6.887
GV-00222,4676.52,74.47,-249.89,-6.5526
GV-00223,4724.67,92.97,-267.1,-6.6827
GV-00224,4794.72,73.42,-289.8,-6.2892
GV-00225,4827.12,83.44,-300.68,-6.0578
GV-00226,4861.47,90.73,-324.04,-6.1052
GV-00227,4941.29,70.35,-352.83,-5.7966
GV-00228,4972.58,65.2,-388.53,-5.5718
GV-00229,5040.18,76.3,-426.59,-5.4424
GV-00230,5077.56,74.16,-457.21,-5.1758
GV-00231,5144.83,55.19,-493.0,-5.1045
GV-00232,5194.95,72.92,-529.42,-4.9042
GV-00233,5235.18,68.84,-558.93,-4.8824
GV-00234,5289.98,89.75,-593.53,-4.5323
