# crs: EPSG:2193
# origin_xy_absolute_m: 1390245.868, 5144951.269
id,x_m,y_m,z_m,gravity_mgal
GV-00001,43.25,24.24,-979.75,2.9428
GV-00002,73.29,22.0,-1001.41,2.7842
GV-00003,108.16,12.72,-1024.26,2.7879
GV-00004,190.69,39.23,-1040.91,2.6333
GV-00005,240.13,40.96,-1069.11,2.8373
GV-00006,273.08,5.04,-1088.02,2.419
GV-00007,334.09,33.9,-1107.82,2.3391
GV-00008,363.22,10.34,-1125.35,2.1265
GV-00009,421.52,12.64,-1142.88,2.0024
GV-00010,494.67,15.77,-1168.19,2.1043
GV-00011,516.01,37.34,-1182.17,2.0439
GV-00012,558.44,43.62,-1203.24,1.699
GV-00013,633.21,15.59,-1216.35,1.836
GV-00014,661.79,10.17,-1222.26,1.5596
GV-00015,744.14,10.89,-1236.41,1.7663
GV-00016,785.65,40.58,-1233.84,1.3704
GV-00017,829.87,43.61,-1233.14,1.6279
GV-00018,877.63,20.32,-1231.85,1.3763
GV-00019,938.32,9.85,-1240.19,1.2368
GV-00020,980.04,21.12,-1235.56,1.197
GV-00021,1005.06,18.42,-1237.47,1.049
GV-00022,1078.91,36.65,-1232.76,1.0147
GV-00023,1125.48,29.82,-1239.05,0.7344
GV-00024,1178.08,21.3,-1235.08,0.7608
GV-00025,1217.61,7.07,-1238.82,0.535
GV-00026,1290.86,44.14,-1231.91,0.5919
GV-00027,1315.36,44.48,-1229.07,0.4191
GV-00028,1388.69,5.17,-1195.9,0.3508
GV-00029,1412.61,39.5,-1156.84,0.2646
GV-00030,1483.5,44.13,-1128.06,0.1706
GV-00031,1511.59,23.85,-1094.23,-0.0391
GV-00032,1580.42,18.3,-1053.94,-0.0088
GV-00033,1622.71,32.53,-1026.97,-0.2157
GV-00034,1694.26,10.91,-985.9,-0.2752
GV-00035,1744.91,25.03,-945.11,-0.462
GV-00036,1773.1,43.35,-908.24,-0.4716
GV-00037,1821.66,12.79,-870.83,-0.6596
GV-00038,1876.12,27.7,-839.8,-0.4819
GV-00039,1920.97,20.94,-800.61,-0.7745
GV-00040,1956.89,22.52,-771.93,-0.8391
GV-00041,2028.88,23.34,-727.64,-0.9759
GV-00042,2083.35,30.28,-714.24,-1.0954
GV-00043,2141.02,42.29,-721.18,-1.1456
GV-00044,2169.08,11.29,-712.97,-1.1992
GV-00045,2210.15,37.01,-710.98,-1.3615
GV-00046,2273.35,30.81,-717.63,-1.515
GV-00047,2330.01,22.4,-731.01,-1.5638
GV-00048,2360.5,21.75,-707.53,-1.5617
GV-00049,2441.56,44.91,-672.39,-1.5658
GV-00050,2494.15,7.29,-639.13,-1.9678
GV-00051,2537.23,6.57,-603.2,-1.7374
GV-00052,2555.14,21.43,-566.36,-2.0557
GV-00053,2641.21,14.91,-525.23,-1.9066
GV-00054,2694.84,14.33,-505.76,-2.2015
GV-00055,2719.22,7.77,-471.15,-2.1674
GV-00056,2766.3,31.61,-441.49,-2.4259
GV-00057,2810.06,29.98,-413.43,-2.5216
GV-00058,2885.99,42.21,-371.92,-2.4167
