# crs: EPSG:2193
# origin_xy_absolute_m: 1875067.061, 5653937.428
id,x_m,y_m,z_m,gravity_mgal
GV-00001,26.65,14.91,-308.27,-1.1916
GV-00002,94.24,31.6,-296.41,-1.3823
GV-00003,120.89,7.94,-283.05,-1.4917
GV-00004,169.71,8.8,-263.1,-1.7352
GV-00005,241.41,22.58,-256.81,-1.8808
GV-00006,290.97,15.23,-277.19,-2.0204
GV-00007,328.27,11.83,-292.43,-2.0988
GV-00008,393.15,29.38,-318.65,-2.2084
GV-00009,444.82,20.17,-338.53,-2.3585
GV-00010,490.15,16.18,-348.87,-2.7135
GV-00011,510.45,5.43,-346.63,-2.7094
GV-00012,557.73,38.45,-338.94,-2.6646
GV-00013,620.29,17.75,-341.25,-2.9753
GV-00014,680.14,9.73,-350.79,-3.1754
GV-00015,734.89,23.62,-373.11,-3.0968
GV-00016,768.02,41.31,-400.06,-3.4221
GV-00017,843.76,42.89,-409.89,-3.533
GV-00018,877.19,42.27,-424.64,-3.418
GV-00019,935.63,35.0,-436.88,-3.7719
GV-00020,970.79,29.0,-434.26,-3.6781
GV-00021,1019.03,25.48,-428.26,-3.8344
GV-00022,1074.19,41.43,-427.78,-3.8901
GV-00023,1109.01,44.22,-418.87,-4.105
GV-00024,1187.27,35.77,-407.2,-4.2974
GV-00025,1243.72,30.87,-399.05,-4.1658
GV-00026,1292.14,36.33,-393.63,-4.3207
GV-00027,1307.75,12.29,-405.06,-4.715
GV-00028,1364.6,7.76,-403.73,-4.5776
GV-00029,1440.65,44.92,-383.31,-4.7886
GV-00030,1487.5,44.11,-372.55,-4.8436
GV-00031,1527.15,28.52,-360.34,-4.9747
GV-00032,1566.64,9.99,-337.8,-5.1876
GV-00033,1641.87,15.13,-325.65,-5.139
GV-00034,1693.77,5.37,-308.55,-5.3472
GV-00035,1740.27,29.05,-299.94,-5.3923
GV-00036,1779.9,27.96,-305.88,-5.4594
GV-00037,1828.46,40.48,-304.94,-5.4455
GV-00038,1868.29,19.32,-296.41,-5.6237
GV-00039,1928.17,7.32,-284.69,-5.7315
GV-00040,1979.04,17.57,-276.68,-5.7755
GV-00041,2038.62,38.58,-248.49,-5.9532
GV-00042,2068.48,26.5,-210.89,-6.0999
GV-00043,2133.74,32.25,-207.64,-6.1424
GV-00044,2167.14,6.04,-222.4,-6.2632
GV-00045,2212.54,26.64,-229.09,-6.096
GV-00046,2262.17,26.5,-240.36,-6.0486
GV-00047,2331.84,16.48,-243.94,-6.1548
GV-00048,2370.24,34.64,-253.28,-6.5635
GV-00049,2429.78,24.99,-270.87,-6.4235
GV-00050,2469.75,5.58,-279.91,-6.4036
GV-00051,2525.8,35.26,-286.43,-6.6425
GV-00052,2593.3,12.86,-270.03,-6.495
GV-00053,2609.8,10.04,-248.68,-6.6172
GV-00054,2689.09,28.77,-243.87,-6.7853
GV-00055,2736.84,44.55,-231.56,-6.5665
GV-00056,2776.05,40.08,-214.53,-6.8127
GV-00057,2807.85,29.04,-211.25,-6.9677
GV-00058,2879.64,11.75,-223.36,-6.9743
GV-00059,2908.87,34.38,-237.44,-6.9913
GV-00060,2980.38,33.95,-258.25,-6.9111
GV-00061,3034.23,29.17,-284.91,-7.0555
GV-00062,3074.47,6.39,-287.13,-7.2199
GV-00063,3107.06,8.28,-309.15,-7.0778
GV-00064,3167.95,10.8,-331.06,-7.0921
GV-00065,3210.48,8.3,-348.8,-7.0812
GV-00066,3278.75,28.76,-344.92,-7.3847
GV-00067,3331.74,41.44,-343.31,-7.2725
GV-00068,3357.8,43.65,-322.19,-7.4279
GV-00069,3438.94,23.25,-311.68,-7.4002
GV-00070,3488.25,24.71,-288.89,-7.458
GV-00071,3507.86,29.87,-270.95,-7.7158
GV-00072,3581.97,25.77,-257.12,-7.5247
GV-00073,3607.22,10.99,-240.84,-7.7165
GV-00074,3657.46,44.57,-227.24,-7.4506
GV-00075,3709.99,19.97,-213.81,-7.7732
GV-00076,3782.32,27.39,-210.64,-7.6652
