# crs: EPSG:2193
# origin_xy_absolute_m: 1852608.014, 5765406.176
id,x_m,y_m,z_m,gravity_mgal
GV-00001,18.03,29.98,-133.12,-8.3842
GV-00002,71.26,34.16,-122.66,-9.0149
GV-00003,128.57,43.0,-131.62,-9.1714
GV-00004,191.69,26.18,-134.74,-9.2892
GV-00005,243.89,40.33,-135.59,-9.4964
GV-00006,272.09,18.59,-129.14,-9.7364
GV-00007,306.67,31.65,-122.94,-9.8917
GV-00008,370.43,12.0,-129.48,-9.9641
GV-00009,415.28,11.41,-130.01,-10.135
GV-00010,475.4,43.19,-117.75,-10.6111
GV-00011,532.61,39.59,-105.61,-10.4767
GV-00012,571.41,36.52,-115.21,-10.7336
GV-00013,613.03,17.03,-109.63,-10.889
GV-00014,679.42,20.1,-118.61,-10.9155
GV-00015,739.57,14.27,-120.31,-10.9268
GV-00016,785.52,32.31,-115.53,-10.9954
GV-00017,817.6,23.04,-120.05,-11.2017
GV-00018,872.26,14.92,-113.36,-11.3599
GV-00019,929.24,5.31,-99.88,-11.2381
GV-00020,967.75,36.3,-95.9,-11.6802
GV-00021,1025.64,22.27,-93.31,-11.5525
GV-00022,1062.2,10.91,-86.81,-11.7165
GV-00023,1121.27,23.57,-86.75,-11.7883
GV-00024,1184.99,25.79,-78.89,-11.706
GV-00025,1233.52,33.13,-67.29,-11.8849
GV-00026,1287.57,21.32,-69.29,-11.9591
GV-00027,1322.38,40.32,-65.46,-11.9118
GV-00028,1380.74,39.72,-77.34,-12.1019
GV-00029,1414.24,14.89,-96.04,-12.2638
GV-00030,1491.79,37.8,-89.57,-12.0466
GV-00031,1532.74,34.17,-69.22,-12.0444
GV-00032,1593.11,11.87,-62.1,-12.1909
GV-00033,1643.94,18.18,-69.08,-12.3213
GV-00034,1691.36,20.87,-85.56,-12.2944
GV-00035,1713.52,27.2,-86.3,-12.3163
GV-00036,1757.18,40.71,-98.56,-12.3266
GV-00037,1805.02,32.2,-99.62,-12.3991
GV-00038,1884.81,43.26,-119.49,-12.2507
GV-00039,1917.32,30.68,-122.73,-12.1436
GV-00040,1984.36,10.4,-129.73,-12.1752
GV-00041,2025.55,29.88,-144.03,-12.3266
GV-00042,2061.34,12.85,-152.18,-12.1974
GV-00043,2135.91,10.72,-156.37,-12.3326
GV-00044,2174.65,39.87,-153.09,-12.3077
GV-00045,2238.74,37.71,-156.8,-12.4264
GV-00046,2271.35,21.58,-148.67,-12.3477
GV-00047,2332.87,34.55,-135.73,-12.3814
GV-00048,2361.85,18.44,-138.3,-12.3873
GV-00049,2416.64,9.04,-140.59,-12.3442
GV-00050,2462.87,44.86,-130.71,-12.3099
GV-00051,2541.17,33.57,-116.85,-12.4489
GV-00052,2594.69,44.53,-95.44,-12.5406
GV-00053,2639.32,42.66,-84.4,-12.2942
GV-00054,2678.66,10.85,-93.95,-12.4617
GV-00055,2706.28,29.65,-121.38,-12.4855
GV-00056,2761.25,42.74,-129.0,-12.2777
GV-00057,2833.5,41.38,-137.36,-12.5165
GV-00058,2881.78,7.64,-132.32,-12.3752
GV-00059,2909.65,31.22,-141.87,-12.4289
GV-00060,2956.9,16.79,-133.06,-12.2421
GV-00061,3025.98,16.95,-130.06,-12.4433
GV-00062,3086.25,5.61,-137.41,-12.3461
GV-00063,3120.74,8.88,-134.32,-12.2237
GV-00064,3190.55,10.48,-117.06,-12.3151
GV-00065,3238.06,43.06,-105.27,-12.4405
GV-00066,3288.3,8.21,-86.55,-12.2183
GV-00067,3320.19,16.34,-54.42,-12.4822
GV-00068,3379.52,11.48,-46.99,-12.2905
GV-00069,3431.17,37.4,-43.83,-12.474
GV-00070,3485.63,22.48,-50.22,-12.1694
GV-00071,3507.49,41.84,-48.81,-12.0857
GV-00072,3571.99,35.96,-52.37,-12.1258
GV-00073,3624.04,36.63,-41.77,-12.0459
GV-00074,3666.99,20.71,-34.99,-12.2387
GV-00075,3712.09,18.63,-33.61,-12.1037
GV-00076,3769.42,42.96,-35.65,-11.9414
GV-00077,3825.67,20.25,-62.16,-12.168
GV-00078,3862.66,17.64,-81.09,-12.0928
GV-00079,3943.95,27.03,-85.21,-11.9886
GV-00080,3955.52,9.05,-77.26,-11.9087
GV-00081,4014.74,12.46,-60.15,-11.8935
GV-00082,4084.97,20.85,-62.94,-11.6544
GV-00083,4127.71,8.73,-55.93,-11.9648
GV-00084,4190.19,26.04,-52.38,-11.6834
