# crs: EPSG:2193
# origin_xy_absolute_m: 1564002.616, 5153313.673
id,x_m,y_m,z_m,gravity_mgal
GV-00001,9.73,15.69,-147.95,-6.9322
GV-00002,61.71,39.37,-143.08,-7.2239
GV-00003,135.2,23.51,-142.74,-7.0965
GV-00004,188.81,31.09,-144.21,-7.2101
GV-00005,207.96,13.51,-145.18,-7.5283
GV-00006,269.51,10.52,-150.76,-7.7143
GV-00007,332.89,30.36,-144.66,-7.6901
GV-00008,380.58,34.86,-152.23,-7.8548
GV-00009,418.97,16.91,-152.55,-8.0063
GV-00010,466.25,12.03,-146.42,-8.2679
GV-00011,543.15,29.06,-146.04,-8.2615
GV-00012,573.52,32.44,-145.1,-8.33
GV-00013,624.48,23.54,-149.19,-8.3187
GV-00014,682.44,18.86,-144.98,-8.4122
GV-00015,708.23,6.17,-145.96,-8.6542
GV-00016,784.42,37.61,-146.11,-8.5996
GV-00017,816.65,21.74,-152.71,-8.5304
GV-00018,872.59,19.19,-151.01,-8.7752
GV-00019,923.59,36.86,-143.94,-8.8522
GV-00020,960.83,18.96,-148.44,-8.9599
GV-00021,1010.3,31.11,-146.38,-8.943
GV-00022,1094.31,16.45,-147.13,-9.2188
GV-00023,1105.77,36.92,-149.05,-9.1076
GV-00024,1183.16,6.95,-145.99,-9.1957
GV-00025,1226.85,39.6,-146.85,-9.1916
GV-00026,1285.93,29.9,-149.25,-9.1623
GV-00027,1332.44,5.8,-147.75,-9.2584
GV-00028,1390.77,30.7,-147.58,-9.353
GV-00029,1418.68,18.97,-151.27,-9.5786
GV-00030,1476.69,35.9,-148.72,-9.6012
GV-00031,1539.19,44.28,-142.52,-9.7109
GV-00032,1571.49,43.03,-145.17,-9.5563
GV-00033,1636.67,12.07,-141.69,-9.5107
GV-00034,1676.73,15.68,-145.53,-9.6455
GV-00035,1742.2,16.25,-134.31,-9.5904
GV-00036,1774.28,7.41,-116.8,-9.8382
GV-00037,1844.51,5.07,-107.26,-9.768
GV-00038,1867.75,12.49,-106.93,-9.5919
GV-00039,1920.18,21.25,-116.2,-9.8373
GV-00040,1963.53,11.75,-119.74,-9.5671
GV-00041,2031.18,19.18,-128.08,-9.8516
GV-00042,2083.87,36.51,-139.48,-9.9123
GV-00043,2108.26,8.61,-149.91,-9.8467
GV-00044,2183.05,14.22,-144.0,-9.964
GV-00045,2207.28,13.73,-142.29,-9.7754
GV-00046,2256.61,28.1,-143.81,-9.6934
GV-00047,2333.64,21.11,-143.08,-9.6259
GV-00048,2360.82,43.6,-148.19,-9.466
GV-00049,2410.71,31.27,-147.57,-9.4967
GV-00050,2461.85,42.11,-143.95,-9.2536
GV-00051,2544.59,27.54,-145.22,-9.4286
GV-00052,2573.1,38.03,-147.34,-9.3219
GV-00053,2624.41,42.75,-147.27,-9.4751
GV-00054,2663.13,20.68,-140.92,-9.319
GV-00055,2738.51,44.06,-141.4,-9.1912
GV-00056,2782.12,15.62,-143.46,-9.2076
GV-00057,2811.55,42.02,-149.19,-9.0247
GV-00058,2878.09,30.11,-145.06,-9.1008
GV-00059,2922.41,27.05,-142.39,-8.9523
GV-00060,2986.12,25.33,-139.1,-8.8905
GV-00061,3035.97,18.56,-137.81,-8.842
GV-00062,3064.43,31.8,-138.9,-8.6099
GV-00063,3141.85,39.11,-127.43,-8.6356
GV-00064,3181.07,25.04,-126.25,-8.7221
GV-00065,3242.51,18.21,-116.04,-8.67
GV-00066,3270.73,35.33,-109.08,-8.4064
GV-00067,3337.85,37.48,-103.22,-8.7299
GV-00068,3364.82,15.53,-89.95,-8.371
GV-00069,3430.34,33.47,-91.29,-8.3791
GV-00070,3471.59,25.49,-88.96,-8.5454
GV-00071,3534.67,13.2,-88.53,-8.1766
GV-00072,3591.38,31.63,-83.71,-8.3106
GV-00073,3630.37,31.32,-95.56,-8.146
GV-00074,3674.78,12.1,-107.48,-8.2772
GV-00075,3738.46,5.33,-102.78,-8.0685
GV-00076,3788.83,31.21,-113.99,-7.8578
GV-00077,3805.43,43.21,-121.56,-7.9949
GV-00078,3886.89,15.95,-136.44,-7.9256
