# crs: EPSG:2193
# origin_xy_absolute_m: 1153704.850, 4993764.739
id,x_m,y_m,z_m,gravity_mgal
GV-00001,10.45,38.9,-645.9,-2.9011
GV-00002,88.57,18.79,-625.86,-3.1423
GV-00003,130.8,10.76,-602.32,-3.1024
GV-00004,186.9,23.84,-602.84,-3.1402
GV-00005,241.91,22.78,-623.49,-3.4109
GV-00006,274.5,24.68,-669.59,-3.7175
GV-00007,317.07,9.74,-720.73,-3.6731
GV-00008,369.55,41.08,-758.68,-3.6985
GV-00009,441.95,20.06,-804.71,-3.794
GV-00010,482.11,18.65,-851.04,-3.9975
GV-00011,524.35,34.5,-900.24,-3.9604
GV-00012,587.2,20.31,-925.24,-4.1148
GV-00013,624.35,37.32,-966.86,-4.3791
GV-00014,675.58,40.56,-1001.21,-4.4692
GV-00015,737.17,37.93,-1038.6,-4.5691
GV-00016,785.32,18.26,-1070.83,-4.403
GV-00017,817.69,37.97,-1112.67,-4.6765
GV-00018,862.75,32.15,-1141.12,-4.7735
GV-00019,941.87,31.46,-1152.84,-4.7908
GV-00020,969.43,38.01,-1185.8,-4.8894
GV-00021,1016.69,30.36,-1203.48,-5.1643
GV-00022,1094.31,39.46,-1201.51,-5.1293
GV-00023,1134.43,15.79,-1184.93,-5.2693
GV-00024,1181.08,30.41,-1156.91,-5.2476
GV-00025,1229.66,31.35,-1129.3,-5.3176
GV-00026,1256.6,8.67,-1122.46,-5.6578
GV-00027,1312.89,28.62,-1118.2,-5.5465
GV-00028,1384.76,39.7,-1100.91,-5.6696
GV-00029,1411.12,9.48,-1067.54,-5.6873
GV-00030,1482.29,40.26,-1022.09,-5.8997
GV-00031,1536.84,22.52,-988.54,-5.9889
GV-00032,1587.99,6.29,-958.96,-5.9663
GV-00033,1634.38,32.08,-932.64,-6.0459
GV-00034,1670.21,22.52,-903.9,-6.1822
GV-00035,1707.75,16.67,-887.52,-6.2652
GV-00036,1772.16,43.28,-863.37,-6.2955
GV-00037,1843.59,5.6,-856.93,-6.3403
GV-00038,1877.12,37.46,-836.82,-6.4984
GV-00039,1929.83,10.5,-834.02,-6.4825
GV-00040,1985.69,5.2,-810.77,-6.5724
GV-00041,2035.19,29.19,-792.91,-6.6174
GV-00042,2089.89,22.22,-768.49,-6.6401
GV-00043,2126.81,21.71,-744.42,-6.6827
GV-00044,2175.94,17.63,-733.66,-6.6152
GV-00045,2217.21,27.03,-727.28,-6.8735
GV-00046,2276.17,6.11,-716.68,-6.9922
GV-00047,2337.11,41.45,-713.38,-7.0864
GV-00048,2381.48,14.22,-724.03,-6.972
GV-00049,2408.85,41.78,-727.76,-7.2
GV-00050,2460.79,15.51,-751.45,-7.241
GV-00051,2508.55,31.99,-784.2,-7.1103
GV-00052,2558.15,14.54,-808.34,-7.194
GV-00053,2617.43,30.34,-833.75,-7.1255
GV-00054,2663.68,13.81,-852.27,-7.1814
GV-00055,2712.53,39.88,-886.4,-7.3922
GV-00056,2773.38,8.51,-905.88,-7.4343
GV-00057,2828.88,36.15,-927.69,-7.5268
GV-00058,2855.17,37.75,-917.14,-7.4635
GV-00059,2939.04,43.46,-891.68,-7.7387
GV-00060,2978.02,26.76,-892.33,-7.5796
GV-00061,3006.89,36.96,-907.84,-7.6908
GV-00062,3058.08,22.77,-931.32,-7.7196
GV-00063,3126.48,37.33,-942.3,-7.4961
GV-00064,3185.57,14.31,-957.23,-7.6186
GV-00065,3207.07,16.79,-940.65,-7.7984
GV-00066,3265.91,15.22,-918.7,-7.7109
GV-00067,3319.21,25.62,-900.93,-7.705
GV-00068,3385.04,28.74,-872.68,-7.667
GV-00069,3421.35,41.66,-865.33,-7.7681
GV-00070,3476.64,22.61,-881.21,-7.9265
GV-00071,3540.66,43.91,-898.89,-7.5922
GV-00072,3577.02,26.51,-913.12,-7.7596
GV-00073,3636.09,38.2,-909.82,-7.6164
GV-00074,3693.51,5.52,-921.16,-7.8031
GV-00075,3728.27,30.72,-913.61,-7.8057
GV-00076,3783.84,20.99,-893.57,-7.7051
GV-00077,3814.91,41.89,-889.61,-7.8352
GV-00078,3884.84,20.65,-897.26,-7.9716
GV-00079,3917.35,39.47,-892.64,-7.7992
GV-00080,3956.45,23.67,-895.74,-7.9877
GV-00081,4025.75,9.66,-891.16,-7.8468
GV-00082,4077.34,28.68,-902.17,-7.7818
GV-00083,4144.73,22.94,-900.69,-7.6434
GV-00084,4156.57,43.94,-918.09,-7.7626
GV-00085,4240.85,40.15,-925.82,-7.7242
GV-00086,4274.52,11.87,-940.33,-7.7339
GV-00087,4329.29,12.21,-955.76,-7.6316
