# crs: EPSG:2193
# origin_xy_absolute_m: 1545766.328, 5188070.262
id,x_m,y_m,z_m,gravity_mgal
GV-00001,41.68,27.92,41.91,-2.1984
GV-00002,93.29,13.53,41.94,-2.3453
GV-00003,110.54,41.29,34.84,-2.6366
GV-00004,163.15,11.86,43.22,-2.8135
GV-00005,234.56,18.8,42.98,-3.2312
GV-00006,294.65,7.55,32.95,-3.3778
GV-00007,309.66,30.34,39.89,-3.4261
GV-00008,384.6,29.47,37.1,-3.7294
GV-00009,428.91,10.19,39.55,-3.787
GV-00010,474.24,43.31,39.02,-3.9951
GV-00011,541.93,25.04,32.46,-4.1878
GV-00012,557.28,33.43,31.7,-4.357
GV-00013,611.23,31.51,34.91,-4.4117
GV-00014,672.18,6.16,30.14,-4.4007
GV-00015,733.74,19.34,35.6,-4.6631
GV-00016,772.68,26.65,31.64,-4.732
GV-00017,844.0,12.29,36.8,-5.0297
GV-00018,878.43,16.44,30.81,-5.0652
GV-00019,920.38,41.33,29.05,-5.1803
GV-00020,977.32,30.34,34.06,-5.0675
GV-00021,1012.64,18.79,29.84,-5.2326
GV-00022,1073.38,14.74,33.01,-5.4852
GV-00023,1125.92,43.98,36.19,-5.4711
GV-00024,1167.87,40.13,34.24,-5.6629
GV-00025,1206.15,15.57,35.54,-5.7393
GV-00026,1267.49,24.92,31.32,-5.8649
GV-00027,1333.13,20.61,35.29,-5.7028
GV-00028,1358.9,30.9,34.33,-5.9848
GV-00029,1438.4,34.31,32.12,-5.9239
GV-00030,1481.48,27.85,30.98,-6.0695
GV-00031,1542.94,22.72,30.8,-6.0083
GV-00032,1592.86,15.32,28.09,-6.5458
GV-00033,1637.26,26.46,26.04,-6.3871
GV-00034,1659.62,30.49,26.26,-6.4543
GV-00035,1705.94,33.43,26.37,-6.5107
GV-00036,1770.54,18.53,32.52,-6.6536
GV-00037,1828.2,5.62,24.02,-6.6668
GV-00038,1872.66,19.59,26.61,-6.6135
GV-00039,1922.31,22.64,29.03,-6.9493
GV-00040,1987.68,36.64,30.84,-7.0459
GV-00041,2041.71,44.74,23.7,-7.0321
GV-00042,2072.41,14.94,23.07,-6.9804
GV-00043,2125.63,21.13,28.93,-7.1959
GV-00044,2169.06,44.73,23.5,-7.0873
GV-00045,2234.25,14.51,27.46,-7.2289
GV-00046,2268.96,41.31,21.23,-7.1226
GV-00047,2313.26,35.1,28.88,-7.2134
GV-00048,2365.31,26.34,23.24,-7.2816
GV-00049,2438.84,24.67,27.76,-7.413
GV-00050,2470.94,32.82,22.25,-7.2545
GV-00051,2506.02,11.4,21.26,-7.2404
GV-00052,2557.92,17.41,22.08,-7.4385
GV-00053,2610.55,37.48,20.79,-7.4535
GV-00054,2673.07,22.12,20.42,-7.5506
GV-00055,2717.85,39.68,25.94,-7.6131
GV-00056,2773.4,15.42,20.99,-7.4225
GV-00057,2840.28,24.77,24.56,-7.7582
GV-00058,2872.36,40.83,23.38,-7.7647
GV-00059,2935.62,38.5,23.2,-7.8873
GV-00060,2970.64,17.85,24.87,-7.6159
GV-00061,3030.6,11.24,24.17,-7.8019
GV-00062,3093.76,33.76,17.01,-7.8893
GV-00063,3138.13,32.42,19.98,-7.9242
GV-00064,3188.77,43.36,22.95,-8.0709
GV-00065,3244.67,6.5,15.98,-8.0827
GV-00066,3294.33,17.74,20.23,-7.9507
GV-00067,3321.78,32.21,22.23,-8.1752
GV-00068,3378.26,22.33,14.04,-8.0085
GV-00069,3421.89,28.19,15.97,-8.0892
GV-00070,3487.88,21.53,14.19,-8.2183
GV-00071,3529.2,21.8,12.25,-8.2308
GV-00072,3587.18,44.08,16.7,-8.2365
GV-00073,3610.86,22.36,11.99,-8.362
GV-00074,3676.76,42.36,15.77,-8.5644
GV-00075,3715.45,23.55,16.66,-8.3315
GV-00076,3788.78,14.6,11.02,-8.4508
GV-00077,3810.36,10.02,17.51,-8.5606
GV-00078,3856.9,38.08,10.87,-8.5916
GV-00079,3921.4,7.42,14.28,-8.6279
GV-00080,3968.83,31.71,16.65,-8.8201
GV-00081,4037.98,38.13,11.74,-8.5662
GV-00082,4083.89,30.21,8.76,-8.7456
GV-00083,4121.56,18.12,15.83,-8.7066
GV-00084,4179.31,11.14,8.08,-8.7202
GV-00085,4216.44,41.53,7.78,-8.7369
GV-00086,4289.95,42.24,11.05,-8.8351
GV-00087,4315.22,9.15,15.41,-8.802
GV-00088,4362.69,41.7,8.51,-8.8696
GV-00089,4427.54,43.17,7.88,-8.9064
GV-00090,4488.43,30.59,9.56,-8.9555
GV-00091,4512.11,26.82,11.09,-9.0182
GV-00092,4594.28,40.73,9.73,-8.9402
GV-00093,4643.64,31.71,10.79,-9.1422
GV-00094,4678.84,29.0,8.67,-9.1139
GV-00095,4719.12,14.16,11.75,-9.1066
GV-00096,4787.97,36.07,5.14,-9.0639
GV-00097,4833.28,22.47,8.58,-9.2629
GV-00098,4868.61,9.31,11.24,-8.9465
GV-00099,4915.51,24.06,9.33,-9.1725
GV-00100,4974.74,42.85,7.96,-9.1714
GV-00101,5011.35,16.91,9.37,-9.3711
GV-00102,5066.76,19.24,4.92,-9.3051
GV-00103,5136.08,17.75,9.71,-9.1477
GV-00104,5155.61,8.08,7.75,-9.3795
GV-00105,5223.84,11.75,2.22,-9.1579
GV-00106,5282.31,19.92,8.66,-9.2138
GV-00107,5341.56,6.81,10.24,-9.2268
GV-00108,5362.28,16.04,7.42,-9.3158
GV-00109,5425.56,41.22,2.18,-9.4262
GV-00110,5483.55,9.6,9.02,-9.2562
GV-00111,5541.31,17.94,9.28,-9.2
GV-00112,5571.47,24.19,2.29,-9.0829
GV-00113,5640.21,15.17,7.3,-9.0742
GV-00114,5687.96,21.17,7.98,-9.2207
GV-00115,5726.73,11.25,2.53,-9.1555
GV-00116,5781.87,24.89,-1.91,-9.0074
GV-00117,5813.38,32.89,-2.67,-9.0836
GV-00118,5894.23,6.43,3.4,-8.952
GV-00119,5915.16,8.79,3.38,-8.8822
GV-00120,5970.42,8.05,6.09,-8.7958
GV-00121,6009.08,21.94,3.49,-8.8678
GV-00122,6059.32,24.95,9.66,-8.8956
GV-00123,6132.15,38.02,6.08,-8.6585
GV-00124,6179.06,22.57,1.41,-8.4743
GV-00125,6221.66,39.4,4.79,-8.4254
GV-00126,6260.17,14.31,-2.02,-8.3996
GV-00127,6340.95,13.24,3.2,-8.2074
GV-00128,6380.21,17.91,3.65,-8.0465
GV-00129,34.71,78.73,40.34,-2.513
GV-00130,55.79,69.2,40.01,-2.6747
GV-00131,105.63,75.08,38.42,-3.0155
GV-00132,159.98,68.78,42.27,-3.3787
GV-00133,244.59,81.04,42.69,-3.4935
GV-00134,269.98,86.99,39.01,-3.6066
GV-00135,310.73,86.21,33.3,-3.8185
GV-00136,393.42,59.53,39.95,-4.0731
GV-00137,412.68,94.24,35.39,-4.248
GV-00138,493.42,75.97,34.9,-4.1549
GV-00139,510.02,90.0,34.88,-4.4209
GV-00140,564.24,85.76,32.99,-4.781
GV-00141,607.1,59.21,32.15,-4.626
GV-00142,694.82,59.4,31.79,-4.9395
GV-00143,733.2,83.94,35.54,-5.1329
GV-00144,782.77,69.2,35.32,-5.1898
GV-00145,828.2,76.39,33.26,-5.2188
GV-00146,867.15,68.37,35.73,-5.3528
GV-00147,934.84,79.91,36.07,-5.4632
GV-00148,955.02,87.0,36.41,-5.6075
GV-00149,1010.66,63.25,28.09,-5.8013
GV-00150,1070.04,72.48,33.06,-5.8369
GV-00151,1142.09,59.15,29.8,-6.0426
GV-00152,1193.58,84.71,29.32,-6.1794
GV-00153,1216.71,90.82,34.16,-6.2171
GV-00154,1271.95,65.07,30.51,-6.3709
GV-00155,1305.55,70.88,26.24,-6.0829
GV-00156,1366.58,79.81,26.29,-6.4156
GV-00157,1438.65,60.3,25.29,-6.6403
GV-00158,1492.13,77.97,30.76,-6.6718
GV-00159,1536.27,74.45,28.33,-6.7711
GV-00160,1591.26,77.51,29.68,-6.6357
GV-00161,1628.74,57.8,30.11,-6.9112
GV-00162,1665.41,74.36,32.39,-6.6444
GV-00163,1743.2,57.49,29.16,-6.9691
GV-00164,1765.93,59.63,25.24,-7.244
GV-00165,1807.95,56.56,27.46,-7.1767
GV-00166,1886.94,91.22,23.14,-7.4117
GV-00167,1932.72,80.52,32.01,-7.1113
GV-00168,1989.08,84.85,22.12,-7.2387
GV-00169,2027.34,59.59,28.43,-7.2331
GV-00170,2074.69,78.54,23.82,-7.5546
GV-00171,2130.68,72.89,21.44,-7.7649
GV-00172,2167.34,89.96,24.9,-7.6213
GV-00173,2232.65,89.29,29.21,-7.5346
GV-00174,2259.79,84.34,23.73,-7.8367
GV-00175,2313.36,69.52,26.22,-7.9164
GV-00176,2383.72,85.55,25.9,-7.8909
GV-00177,2411.0,83.73,23.86,-7.6879
GV-00178,2463.34,69.09,28.24,-7.6806
GV-00179,2529.99,78.68,22.95,-7.7925
GV-00180,2569.39,88.54,25.27,-7.8178
GV-00181,2605.25,57.77,19.63,-8.0414
GV-00182,2681.86,87.81,23.47,-7.9392
GV-00183,2739.95,75.51,23.3,-7.9033
GV-00184,2788.95,72.52,25.0,-8.0081
