# crs: EPSG:2193
# origin_xy_absolute_m: 1335545.150, 5115214.762
id,x_m,y_m,z_m,gravity_mgal
GV-00001,44.66,34.54,-191.23,-7.6799
GV-00002,83.4,16.26,-131.78,-7.8092
GV-00003,113.99,23.21,-62.6,-8.045
GV-00004,193.35,34.0,-24.69,-8.3441
GV-00005,234.34,44.29,-39.58,-8.2767
GV-00006,256.63,14.37,-39.09,-8.4001
GV-00007,337.7,35.2,-43.83,-8.4258
GV-00008,391.56,30.97,-68.49,-8.6959
GV-00009,411.12,7.02,-117.07,-8.7356
GV-00010,473.52,43.58,-168.58,-8.5183
GV-00011,538.67,15.06,-227.14,-8.7063
GV-00012,555.1,27.11,-289.77,-8.555
GV-00013,606.45,36.95,-333.29,-8.5052
GV-00014,686.76,44.36,-382.06,-8.3402
GV-00015,707.67,6.27,-423.96,-8.073
GV-00016,793.95,31.16,-442.99,-8.0408
GV-00017,841.45,44.13,-455.98,-7.9696
GV-00018,859.04,28.54,-475.99,-7.9663
GV-00019,929.99,16.15,-508.41,-8.0001
GV-00020,973.21,13.02,-551.7,-7.8334
GV-00021,1019.89,23.76,-592.46,-7.8722
GV-00022,1072.76,12.77,-651.32,-8.0026
GV-00023,1139.97,40.3,-683.78,-7.7046
GV-00024,1170.86,6.9,-691.29,-7.6942
GV-00025,1227.22,23.39,-721.15,-7.3709
GV-00026,1266.11,16.69,-733.37,-7.4094
GV-00027,1335.13,25.05,-744.21,-7.2857
GV-00028,1363.39,28.99,-746.04,-7.2626
GV-00029,1431.67,20.99,-739.22,-7.1892
GV-00030,1479.77,30.47,-729.55,-7.2241
GV-00031,1512.6,33.13,-732.31,-7.1711
GV-00032,1566.49,7.03,-764.27,-6.7602
GV-00033,1614.3,33.81,-822.74,-6.7815
GV-00034,1687.1,26.64,-841.19,-6.563
GV-00035,1739.52,15.23,-873.01,-6.6594
GV-00036,1789.89,39.05,-884.13,-6.5014
GV-00037,1840.4,36.81,-937.3,-6.4605
GV-00038,1868.51,27.6,-989.83,-6.3385
GV-00039,1941.98,36.48,-1019.57,-6.4083
GV-00040,1987.32,20.36,-1040.62,-6.2662
GV-00041,2044.55,28.98,-1077.21,-6.1795
GV-00042,2089.39,18.68,-1081.85,-5.9378
GV-00043,2127.24,8.41,-1090.41,-6.0786
GV-00044,2162.79,5.88,-1103.95,-6.0093
GV-00045,2229.31,21.0,-1125.63,-5.7676
GV-00046,2263.3,28.14,-1139.91,-5.8828
GV-00047,2305.29,24.75,-1151.48,-5.7204
GV-00048,2394.69,17.26,-1174.81,-5.7095
GV-00049,2444.31,38.28,-1198.92,-5.6923
GV-00050,2469.51,33.14,-1211.01,-5.6237
GV-00051,2515.0,7.2,-1230.91,-5.4245
GV-00052,2591.64,8.98,-1242.58,-5.3707
GV-00053,2609.35,22.08,-1268.46,-5.3015
GV-00054,2690.56,14.12,-1293.53,-5.4057
GV-00055,2738.23,19.26,-1323.12,-5.0971
GV-00056,2781.65,32.79,-1343.88,-5.1755
GV-00057,2819.2,32.01,-1357.98,-5.2724
GV-00058,2874.47,41.49,-1379.01,-5.2058
GV-00059,2908.19,15.94,-1399.5,-5.288
GV-00060,2982.71,11.52,-1438.25,-5.2542
GV-00061,3008.35,30.65,-1461.36,-5.0038
GV-00062,3059.78,12.26,-1488.64,-5.022
GV-00063,3117.22,10.39,-1508.27,-4.9563
GV-00064,3176.37,16.51,-1532.1,-4.8576
GV-00065,3221.08,32.47,-1547.52,-4.9415
GV-00066,3286.45,17.6,-1573.68,-4.7803
GV-00067,3328.73,37.43,-1584.2,-4.5468
GV-00068,3355.44,43.66,-1570.48,-4.8412
GV-00069,3411.75,6.67,-1548.85,-4.8541
GV-00070,3484.67,40.46,-1520.29,-4.8669
GV-00071,3524.82,16.79,-1498.88,-4.8429
GV-00072,3588.51,11.62,-1480.46,-4.6353
GV-00073,3623.58,36.1,-1451.04,-4.7046
GV-00074,3682.33,11.47,-1432.83,-4.7781
GV-00075,3744.68,36.39,-1418.91,-4.5302
GV-00076,3789.43,38.55,-1407.11,-4.6726
GV-00077,3829.52,16.22,-1386.68,-4.6297
GV-00078,3879.73,16.2,-1366.17,-4.6788
GV-00079,3936.92,14.77,-1341.7,-4.7164
GV-00080,3958.02,23.52,-1322.83,-4.5342
GV-00081,4032.24,44.86,-1311.18,-4.7457
GV-00082,4079.48,18.17,-1316.87,-4.7491
GV-00083,4118.91,28.16,-1321.77,-4.6437
GV-00084,4172.26,36.68,-1324.55,-4.451
GV-00085,4243.38,19.11,-1328.34,-4.8328
GV-00086,4262.69,32.83,-1338.23,-4.8008
GV-00087,4342.09,41.64,-1342.18,-4.8991
GV-00088,4361.03,9.97,-1360.76,-4.681
GV-00089,4428.32,14.22,-1360.46,-4.649
GV-00090,4476.74,29.1,-1365.85,-4.7322
GV-00091,4526.35,43.51,-1359.06,-4.8787
GV-00092,4555.23,22.74,-1360.18,-4.8975
GV-00093,4636.28,6.54,-1353.97,-4.602
GV-00094,4666.52,42.67,-1344.42,-4.8819
GV-00095,4742.92,13.11,-1345.38,-4.8291
GV-00096,4784.48,28.73,-1343.06,-4.8473
GV-00097,4816.19,17.68,-1338.76,-4.955
GV-00098,4893.17,10.95,-1327.77,-5.0008
GV-00099,4944.19,17.13,-1315.97,-5.0017
GV-00100,4980.18,22.25,-1318.58,-5.0304
GV-00101,5013.09,34.49,-1327.49,-4.9704
GV-00102,5091.03,33.6,-1321.98,-4.9546
GV-00103,5131.49,10.12,-1335.4,-5.1078
GV-00104,5161.09,22.52,-1341.96,-5.2534
GV-00105,5231.68,30.86,-1326.55,-4.8979
GV-00106,5271.0,29.99,-1337.03,-5.2531
GV-00107,5310.21,15.1,-1349.35,-5.1336
GV-00108,5362.79,13.95,-1345.19,-5.0921
GV-00109,5431.43,20.23,-1343.19,-5.1051
GV-00110,5467.97,36.69,-1350.92,-5.1717
GV-00111,5507.89,36.28,-1368.65,-5.1293
GV-00112,5587.38,35.25,-1363.01,-5.4936
GV-00113,5609.64,9.58,-1338.29,-5.1238
GV-00114,5692.77,36.4,-1310.46,-5.2532
GV-00115,5712.35,6.45,-1295.09,-5.2459
GV-00116,5784.2,24.78,-1289.12,-5.4062
GV-00117,5827.43,34.26,-1294.61,-5.3863
GV-00118,5871.0,7.44,-1294.78,-5.3871
GV-00119,5920.69,11.32,-1290.22,-5.3524
GV-00120,5964.59,25.49,-1281.4,-5.5596
GV-00121,6006.18,41.49,-1271.31,-5.6246
GV-00122,6067.37,29.16,-1258.95,-5.4949
GV-00123,6117.17,12.59,-1246.87,-5.6406
GV-00124,6169.27,19.09,-1231.56,-5.4546
GV-00125,6238.79,36.53,-1232.28,-5.3993
GV-00126,6263.14,44.39,-1225.06,-5.5231
GV-00127,6340.05,7.61,-1216.95,-5.6057
GV-00128,6370.84,27.3,-1215.26,-5.757
GV-00129,39.32,63.47,-253.9,-7.8898
GV-00130,56.14,89.41,-212.12,-8.0401
GV-00131,139.06,55.25,-124.18,-8.2219
GV-00132,155.99,93.71,-76.18,-8.3649
GV-00133,218.77,67.6,-74.43,-8.5403
GV-00134,289.9,73.89,-79.07,-8.8794
GV-00135,323.98,76.75,-55.15,-8.8828
GV-00136,359.98,71.9,-54.7,-8.831
GV-00137,417.88,67.66,-88.42,-8.9758
GV-00138,483.99,88.56,-132.49,-8.741
GV-00139,533.92,60.99,-176.14,-8.6432
GV-00140,582.33,69.78,-230.09,-8.8978
GV-00141,639.96,87.33,-274.21,-8.7065
GV-00142,683.71,90.21,-321.92,-8.3805
GV-00143,725.75,60.65,-388.77,-8.448
GV-00144,758.78,57.06,-413.43,-8.2887
GV-00145,837.41,58.76,-452.07,-8.2485
GV-00146,884.2,93.46,-466.97,-8.2274
GV-00147,907.24,56.05,-497.99,-7.9982
GV-00148,991.74,71.03,-527.39,-8.1301
GV-00149,1022.32,73.96,-568.88,-8.0473
GV-00150,1092.35,93.15,-611.9,-7.8022
GV-00151,1133.51,81.96,-630.09,-7.6864
GV-00152,1175.96,84.05,-645.09,-7.4676
GV-00153,1207.08,79.41,-656.94,-7.3298
GV-00154,1272.08,65.59,-679.8,-7.3291
GV-00155,1322.43,75.52,-686.35,-7.5668
GV-00156,1363.7,78.13,-688.74,-7.2421
GV-00157,1438.8,86.44,-682.29,-7.0722
GV-00158,1465.64,66.03,-690.56,-7.1585
GV-00159,1534.7,76.74,-700.06,-7.0518
GV-00160,1565.07,83.56,-719.9,-7.0878
GV-00161,1643.36,71.2,-768.06,-7.1682
GV-00162,1666.02,55.09,-807.84,-6.8468
GV-00163,1712.53,59.49,-841.86,-6.5264
GV-00164,1763.7,91.01,-867.28,-6.6941
GV-00165,1825.33,56.23,-884.41,-6.4817
GV-00166,1878.74,75.65,-928.37,-6.5446
GV-00167,1915.51,72.91,-955.93,-6.2553
GV-00168,1970.1,94.57,-988.08,-6.2732
GV-00169,2030.07,63.23,-1005.76,-6.3201
GV-00170,2063.73,70.93,-1022.8,-6.1648
GV-00171,2113.13,60.8,-1033.01,-5.8987
GV-00172,2157.73,66.56,-1053.24,-6.1267
GV-00173,2210.35,78.94,-1074.71,-5.8516
GV-00174,2257.72,58.15,-1099.37,-5.8771
GV-00175,2331.93,67.47,-1114.13,-5.6725
GV-00176,2384.33,84.9,-1140.44,-5.5589
GV-00177,2444.41,61.45,-1155.65,-5.6409
GV-00178,2463.52,64.66,-1171.51,-5.5033
GV-00179,2540.71,92.52,-1198.25,-5.5845
GV-00180,2573.17,68.98,-1204.96,-5.4499
GV-00181,2614.19,91.08,-1198.96,-5.2307
GV-00182,2686.99,87.3,-1227.99,-5.3005
GV-00183,2724.43,90.9,-1270.2,-5.2456
GV-00184,2759.85,65.61,-1298.02,-5.2701
GV-00185,2819.3,78.71,-1323.4,-5.3128
GV-00186,2868.78,65.22,-1350.65,-5.129
GV-00187,2934.22,67.92,-1376.21,-5.073
GV-00188,2978.94,83.07,-1417.16,-5.0046
GV-00189,3021.95,82.04,-1442.03,-4.8967
GV-00190,3083.14,72.3,-1468.57,-4.9677
GV-00191,3138.52,67.45,-1495.97,-4.9793
GV-00192,3182.09,70.46,-1523.97,-5.0061
GV-00193,3228.7,55.13,-1545.58,-4.7927
GV-00194,3284.7,71.9,-1582.42,-4.8974
GV-00195,3320.18,67.32,-1584.74,-4.9238
GV-00196,3382.49,60.65,-1564.0,-4.7503
GV-00197,3424.06,83.81,-1524.75,-4.7506
GV-00198,3467.3,57.74,-1503.16,-4.6652
GV-00199,3525.25,89.45,-1471.04,-4.5665
GV-00200,3573.15,93.5,-1443.71,-4.7957
GV-00201,3606.38,86.22,-1425.16,-4.6219
GV-00202,3672.63,76.75,-1407.52,-4.853
GV-00203,3710.44,63.58,-1400.34,-4.61
GV-00204,3783.74,60.3,-1378.31,-4.7083
GV-00205,3825.93,72.04,-1351.22,-4.5427
GV-00206,3872.58,71.86,-1335.87,-4.6337
GV-00207,3928.88,94.67,-1313.23,-4.57
GV-00208,3987.48,75.22,-1312.12,-4.7975
GV-00209,4008.68,77.02,-1310.44,-4.4837
GV-00210,4093.88,78.94,-1320.83,-4.6113
GV-00211,4122.69,78.51,-1330.08,-4.3732
GV-00212,4168.81,67.93,-1335.25,-4.702
GV-00213,4216.29,58.66,-1339.28,-4.5831
GV-00214,4284.99,55.91,-1343.05,-4.706
GV-00215,4334.64,68.71,-1341.09,-4.7862
GV-00216,4374.18,63.61,-1351.53,-4.4497
GV-00217,4428.8,64.85,-1337.53,-4.6451
GV-00218,4482.22,68.81,-1328.8,-4.874
GV-00219,4511.95,62.24,-1330.36,-4.7527
GV-00220,4592.52,77.64,-1329.96,-4.8317
GV-00221,4643.75,77.52,-1326.55,-4.8411
GV-00222,4678.85,68.27,-1330.58,-4.734
GV-00223,4719.16,73.58,-1333.75,-4.7878
GV-00224,4776.23,77.2,-1317.26,-4.8739
GV-00225,4830.61,66.76,-1309.58,-4.8815
GV-00226,4872.33,64.26,-1313.02,-4.826
GV-00227,4940.12,63.64,-1290.24,-4.8808
GV-00228,4991.86,91.2,-1295.74,-4.9023
GV-00229,5016.03,88.65,-1301.06,-5.036
GV-00230,5065.2,58.09,-1297.19,-5.0546
GV-00231,5133.36,80.68,-1303.76,-5.0671
GV-00232,5179.82,87.21,-1313.57,-5.1056
GV-00233,5236.99,63.51,-1304.54,-4.9009
GV-00234,5291.28,61.08,-1308.49,-4.9525
GV-00235,5329.29,88.26,-1315.31,-5.0746
GV-00236,5387.25,61.0,-1321.58,-5.2744
GV-00237,5442.15,90.02,-1310.53,-5.1331
GV-00238,5462.23,86.98,-1319.56,-5.3796
GV-00239,5523.19,78.13,-1335.16,-5.1131
GV-00240,5585.8,55.53,-1333.88,-5.1797
GV-00241,5610.8,73.91,-1318.93,-5.2659
GV-00242,5664.55,71.96,-1285.85,-5.3134
GV-00243,5735.95,77.52,-1272.82,-5.2193
GV-00244,5776.72,90.76,-1256.74,-5.2467
GV-00245,5813.09,62.28,-1264.2,-5.4219
GV-00246,5858.9,69.61,-1266.3,-5.418
GV-00247,5930.78,87.84,-1268.41,-5.3724
GV-00248,5988.14,85.09,-1262.51,-5.3522
GV-00249,6007.28,55.47,-1249.88,-5.4292
GV-00250,6072.35,61.22,-1235.45,-5.5626
GV-00251,6133.96,69.18,-1219.97,-5.4036
GV-00252,6158.95,76.61,-1212.14,-5.4208
GV-00253,6229.26,67.74,-1207.22,-5.5269
GV-00254,6274.64,76.14,-1199.49,-5.5818
GV-00255,6306.48,68.33,-1198.27,-5.4455
GV-00256,6376.02,83.48,-1199.67,-5.5998
GV-00257,36.78,130.5,-293.97,-7.9088
GV-00258,71.71,116.78,-267.62,-7.8597
GV-00259,118.71,133.6,-200.59,-8.1762
GV-00260,191.91,121.77,-146.85,-8.2804
GV-00261,223.1,136.4,-127.93,-8.454
GV-00262,276.15,112.73,-115.27,-8.8099
GV-00263,306.16,111.97,-97.29,-9.067
GV-00264,388.89,112.89,-78.15,-8.7827
GV-00265,405.63,122.12,-74.88,-9.0556
GV-00266,485.5,130.6,-113.17,-9.0255
GV-00267,543.96,116.95,-149.29,-8.8055
GV-00268,579.46,125.12,-193.73,-8.8407
GV-00269,615.58,109.34,-246.96,-8.8524
GV-00270,671.95,128.53,-291.31,-8.8056
GV-00271,724.4,109.07,-351.76,-8.6446
GV-00272,794.09,128.33,-382.95,-8.45
GV-00273,812.26,126.34,-427.76,-8.4989
GV-00274,878.64,123.73,-443.55,-8.4393
GV-00275,943.81,130.54,-483.35,-8.2272
GV-00276,967.41,129.25,-514.33,-8.2533
GV-00277,1021.5,139.49,-546.41,-8.0848
GV-00278,1073.8,130.62,-562.59,-8.0106
