id,x_m,y_m,z_m,gravity_mgal
GV-00001,42.29,20.69,-1350.35,-1.3646
GV-00002,57.16,13.24,-1354.95,-1.4733
GV-00003,143.25,30.32,-1348.75,-1.5798
GV-00004,189.51,7.18,-1349.0,-1.678
GV-00005,227.47,33.11,-1350.66,-1.725
GV-00006,255.28,37.89,-1403.29,-1.7125
GV-00007,322.32,31.28,-1398.15,-1.9557
GV-00008,378.9,38.28,-1404.76,-1.9535
GV-00009,436.08,22.92,-1404.19,-2.04
GV-00010,474.97,42.8,-1401.11,-2.1983
GV-00011,529.79,5.64,-1402.27,-2.2222
GV-00012,577.06,26.6,-1400.57,-2.3949
GV-00013,638.31,29.25,-1404.71,-2.5551
GV-00014,693.2,38.01,-1396.92,-2.5785
GV-00015,707.37,13.68,-1447.38,-2.6044
GV-00016,775.98,41.39,-1451.86,-2.7858
GV-00017,815.28,44.76,-1402.58,-2.9022
GV-00018,867.32,9.09,-1396.58,-3.0781
GV-00019,943.07,28.5,-1349.24,-2.8857
GV-00020,966.9,24.16,-1346.64,-3.1205
GV-00021,1021.33,28.66,-1298.05,-3.0462
GV-00022,1064.79,19.79,-1303.68,-3.257
GV-00023,1137.53,40.89,-1246.58,-3.2928
GV-00024,1167.09,27.81,-1254.69,-3.5477
GV-00025,1221.08,12.13,-1251.37,-3.723
GV-00026,1262.4,18.89,-1200.91,-3.5524
GV-00027,1307.14,14.14,-1199.36,-3.6565
GV-00028,1383.95,11.67,-1148.75,-3.6878
GV-00029,1444.53,10.48,-1149.44,-3.8099
GV-00030,1465.38,31.67,-1096.24,-3.8004
GV-00031,1521.9,28.96,-1104.88,-4.2008
GV-00032,1580.47,43.43,-1048.62,-4.0595
GV-00033,1613.3,6.08,-1051.84,-4.2416
GV-00034,1665.5,43.2,-1053.9,-4.3005
GV-00035,1719.32,30.91,-1002.78,-4.4107
GV-00036,1766.47,15.7,-1004.35,-4.4807
GV-00037,1840.97,32.11,-953.92,-4.3255
GV-00038,1876.64,17.31,-946.77,-4.7297
GV-00039,1918.14,44.17,-946.37,-4.6619
GV-00040,1994.14,38.93,-895.69,-4.695
GV-00041,2039.48,21.66,-895.73,-4.8003
GV-00042,2065.1,16.82,-902.89,-4.8971
GV-00043,2123.83,42.41,-847.42,-4.9274
GV-00044,2172.18,33.35,-845.38,-5.0185
GV-00045,2207.42,10.12,-800.15,-5.2464
