id,x_m,y_m,z_m,gravity_mgal
GV-00001,33.62,9.94,-446.11,-7.7016
GV-00002,71.88,26.22,-448.13,-7.6573
GV-00003,143.36,18.2,-451.77,-8.1458
GV-00004,173.14,30.89,-452.97,-8.2884
GV-00005,209.0,27.4,-454.18,-8.2554
GV-00006,276.85,18.63,-502.99,-8.5445
GV-00007,340.42,20.58,-500.6,-8.6732
GV-00008,372.69,36.42,-502.45,-8.6969
GV-00009,407.68,22.49,-503.61,-8.7211
GV-00010,473.3,36.69,-495.26,-8.7481
GV-00011,518.65,10.82,-504.65,-9.1544
GV-00012,563.05,17.7,-503.47,-8.9496
GV-00013,622.81,12.69,-504.03,-9.1572
GV-00014,659.0,5.68,-498.55,-9.2763
GV-00015,715.8,40.58,-501.72,-9.1743
GV-00016,760.93,41.42,-548.44,-9.3684
GV-00017,831.06,8.12,-553.54,-9.3382
GV-00018,860.29,33.6,-551.53,-9.4707
GV-00019,926.17,27.71,-548.44,-9.3263
GV-00020,961.23,7.52,-552.65,-9.6678
GV-00021,1029.83,20.51,-546.63,-9.6149
GV-00022,1088.73,8.88,-598.62,-9.6537
GV-00023,1142.71,6.46,-604.25,-9.5265
GV-00024,1187.1,17.91,-597.88,-9.5733
GV-00025,1228.37,32.35,-595.74,-9.5976
GV-00026,1278.76,16.21,-596.84,-9.8586
GV-00027,1340.8,17.69,-597.3,-9.5522
GV-00028,1386.03,16.38,-598.1,-9.6427
GV-00029,1421.87,14.34,-596.19,-9.6732
GV-00030,1483.87,6.64,-654.35,-9.6953
GV-00031,1510.18,13.86,-645.95,-9.8399
GV-00032,1572.58,43.46,-651.0,-9.6946
GV-00033,1609.72,8.62,-648.82,-9.839
GV-00034,1687.2,30.89,-653.29,-9.7939
GV-00035,1732.08,16.81,-653.55,-9.5896
GV-00036,1793.19,19.71,-645.98,-9.8402
GV-00037,1808.96,40.6,-651.62,-9.9471
GV-00038,1858.23,10.3,-647.5,-9.8936
GV-00039,1939.94,43.13,-647.33,-9.8185
GV-00040,1978.46,7.29,-648.28,-9.8128
GV-00041,2029.21,8.91,-645.24,-9.7553
GV-00042,2085.23,15.72,-650.0,-9.8668
GV-00043,2125.72,9.47,-597.77,-10.0084
GV-00044,2172.75,29.25,-601.55,-10.0122
GV-00045,2214.22,7.83,-601.5,-9.9413
GV-00046,2288.28,9.37,-603.22,-9.7243
GV-00047,2313.58,37.84,-597.6,-10.0502
GV-00048,2392.04,42.63,-603.38,-9.9287
GV-00049,2431.19,33.55,-545.11,-9.9007
GV-00050,2471.67,19.59,-553.82,-9.903
GV-00051,2541.56,38.87,-553.4,-10.0097
GV-00052,2585.56,25.05,-545.96,-9.8987
GV-00053,2637.78,26.39,-547.53,-9.9633
GV-00054,2669.95,39.99,-550.33,-9.9482
GV-00055,2736.23,18.93,-496.75,-9.9856
GV-00056,2789.33,28.66,-501.32,-10.0708
GV-00057,2829.95,41.74,-496.62,-9.8873
GV-00058,2885.7,9.97,-503.96,-9.9872
GV-00059,2924.9,6.01,-501.43,-9.8868
GV-00060,2959.16,40.08,-449.82,-10.0759
GV-00061,3018.36,23.8,-447.61,-10.0791
GV-00062,3079.89,21.97,-453.56,-9.9463
GV-00063,3113.46,27.13,-454.98,-9.7552
GV-00064,3161.98,15.11,-448.62,-9.7704
GV-00065,3239.41,35.25,-445.94,-9.8012
GV-00066,3292.84,44.07,-451.95,-9.962
GV-00067,3314.81,14.97,-453.17,-9.7577
GV-00068,3388.08,9.6,-445.5,-9.7015
GV-00069,3444.61,25.57,-402.2,-9.7659
GV-00070,3491.96,23.13,-402.72,-9.7231
GV-00071,3534.63,35.17,-396.95,-9.8111
GV-00072,3593.88,28.17,-395.23,-9.7325
GV-00073,3639.01,9.04,-399.24,-9.5872
GV-00074,3660.2,39.57,-451.61,-9.3942
GV-00075,3706.4,27.12,-447.57,-9.4903
GV-00076,3779.33,11.53,-448.86,-9.1989
GV-00077,3817.3,25.11,-445.84,-9.2429
GV-00078,3882.89,43.6,-446.19,-9.1197
GV-00079,3923.56,43.69,-450.26,-9.1835
GV-00080,3987.09,15.42,-454.68,-9.2695
GV-00081,4013.24,37.05,-454.52,-8.8923
GV-00082,4069.58,13.31,-451.58,-8.8429
GV-00083,4139.33,33.14,-452.71,-8.6553
GV-00084,4169.52,22.5,-496.78,-8.7068
GV-00085,4237.44,11.49,-499.81,-8.6854
GV-00086,4283.95,6.42,-502.03,-8.5582
GV-00087,4338.3,40.38,-495.48,-8.5065
GV-00088,4378.06,7.6,-500.07,-8.3151
GV-00089,4418.58,35.9,-504.56,-8.0498
GV-00090,4469.59,22.95,-550.26,-8.3335
GV-00091,4506.45,12.65,-554.01,-8.0091
GV-00092,4577.44,21.42,-554.73,-7.9288
GV-00093,4626.43,28.61,-549.62,-7.7867
GV-00094,4669.15,9.24,-550.83,-7.5436
GV-00095,4711.3,24.48,-551.56,-7.5771
GV-00096,4793.21,6.08,-546.44,-7.446
GV-00097,4818.06,40.93,-551.21,-7.4936
GV-00098,4889.27,19.88,-554.47,-7.4733
GV-00099,4929.76,38.21,-603.43,-7.1989
GV-00100,4968.96,38.01,-601.55,-7.2005
GV-00101,5022.16,9.76,-600.66,-6.8591
GV-00102,5065.19,43.17,-604.74,-6.7851
GV-00103,5110.41,44.27,-601.5,-6.7206
GV-00104,5161.49,18.25,-600.75,-6.6495
GV-00105,5236.82,32.51,-596.44,-6.6272
GV-00106,5288.64,34.21,-602.67,-6.5039
GV-00107,5344.62,29.56,-602.44,-6.0009
GV-00108,5366.27,16.88,-598.72,-6.0613
GV-00109,5422.77,30.59,-596.48,-5.9443
GV-00110,5455.43,14.85,-597.74,-5.9265
GV-00111,5507.71,34.25,-601.8,-5.6503
GV-00112,5567.62,12.48,-599.35,-5.3443
GV-00113,5627.98,38.04,-552.2,-5.5279
GV-00114,5659.52,30.31,-550.71,-5.4289
GV-00115,5731.0,19.98,-548.64,-5.3521
GV-00116,5758.82,28.77,-546.0,-4.9966
GV-00117,5813.04,38.66,-548.89,-4.7851
GV-00118,5891.15,8.41,-550.64,-4.7546
GV-00119,5933.77,42.47,-551.08,-4.4874
GV-00120,5985.77,17.35,-546.41,-4.0728
GV-00121,6012.19,43.96,-548.84,-4.1452
GV-00122,6069.92,38.93,-549.58,-3.8375
GV-00123,6135.35,32.86,-551.92,-3.687
GV-00124,6185.87,25.96,-547.3,-3.23
GV-00125,6208.88,41.22,-547.8,-3.3126
GV-00126,6279.58,43.59,-554.72,-2.7325
GV-00127,6311.75,5.92,-547.1,-2.4278
GV-00128,6363.04,32.56,-551.87,-2.4487
GV-00129,5.09,78.75,-453.51,-7.7796
GV-00130,72.7,55.77,-446.89,-8.1023
GV-00131,121.78,57.91,-453.86,-8.2744
GV-00132,160.22,56.01,-451.13,-8.2879
GV-00133,223.42,68.97,-453.11,-8.6774
GV-00134,279.52,94.27,-504.23,-8.9093
GV-00135,338.52,56.83,-497.15,-8.8635
GV-00136,378.03,91.58,-501.24,-8.8616
GV-00137,417.21,65.05,-501.1,-9.1714
GV-00138,471.73,59.45,-496.6,-9.2682
GV-00139,507.25,73.84,-501.81,-9.3745
GV-00140,561.84,57.7,-497.11,-9.5423
GV-00141,617.68,85.19,-497.68,-9.383
GV-00142,692.15,89.72,-498.81,-9.5525
GV-00143,726.88,60.46,-498.44,-9.5849
GV-00144,775.08,71.12,-550.22,-9.7097
GV-00145,817.9,86.34,-553.86,-9.7485
GV-00146,859.53,90.92,-545.32,-9.6609
GV-00147,920.37,81.76,-553.28,-9.6267
GV-00148,967.86,67.87,-546.81,-9.9843
GV-00149,1036.5,77.98,-549.01,-9.9555
GV-00150,1058.94,87.04,-603.99,-9.8565
GV-00151,1118.28,78.9,-601.77,-10.0728
GV-00152,1173.33,72.05,-597.69,-10.026
GV-00153,1216.67,60.4,-596.57,-10.1036
GV-00154,1265.08,62.96,-597.19,-9.9652
GV-00155,1338.22,61.47,-601.89,-9.9872
GV-00156,1363.83,87.55,-597.65,-9.9325
GV-00157,1421.08,74.6,-595.06,-10.099
GV-00158,1486.06,67.37,-647.42,-10.0929
GV-00159,1542.28,77.39,-645.26,-9.8611
GV-00160,1578.06,94.64,-653.82,-10.2215
GV-00161,1610.0,93.79,-652.58,-9.9586
GV-00162,1691.88,86.61,-652.41,-9.9803
GV-00163,1729.82,57.68,-652.27,-10.2905
GV-00164,1758.84,79.44,-653.27,-10.1201
GV-00165,1821.16,68.73,-645.67,-10.2462
GV-00166,1863.61,92.62,-646.0,-10.4462
GV-00167,1913.04,90.44,-652.22,-10.3345
GV-00168,1991.02,74.38,-646.39,-10.13
GV-00169,2017.43,83.19,-651.58,-10.1837
GV-00170,2089.1,57.83,-597.38,-10.1858
GV-00171,2124.67,87.83,-604.34,-10.3654
GV-00172,2168.93,64.23,-603.43,-10.3108
GV-00173,2214.62,79.66,-596.15,-10.4324
GV-00174,2255.43,76.84,-597.63,-10.4074
GV-00175,2342.2,71.63,-597.96,-10.1485
GV-00176,2377.22,63.89,-595.31,-10.3197
GV-00177,2438.14,89.62,-548.76,-10.0531
GV-00178,2456.94,77.01,-545.95,-10.2675
GV-00179,2507.73,90.3,-547.27,-10.3553
GV-00180,2579.18,82.74,-547.38,-10.361
GV-00181,2616.23,56.82,-547.68,-10.4655
GV-00182,2655.56,66.48,-553.86,-10.4467
GV-00183,2737.5,93.86,-501.91,-10.3468
GV-00184,2777.58,77.51,-504.16,-10.2137
GV-00185,2833.04,81.84,-502.86,-10.4922
GV-00186,2882.06,71.11,-502.18,-10.3307
GV-00187,2907.89,81.77,-503.7,-10.3415
GV-00188,2977.56,71.07,-447.36,-10.4087
GV-00189,3027.26,78.13,-450.96,-10.44
GV-00190,3076.62,81.93,-449.46,-10.4925
GV-00191,3140.92,63.7,-448.16,-10.3482
GV-00192,3194.22,73.79,-450.37,-10.4788
GV-00193,3222.14,81.48,-449.62,-10.3822
GV-00194,3276.97,74.72,-453.09,-10.2592
GV-00195,3324.79,63.66,-450.27,-10.3822
GV-00196,3377.16,75.3,-447.53,-10.3549
GV-00197,3435.28,65.33,-445.12,-10.1599
GV-00198,3464.71,56.4,-451.67,-10.1166
GV-00199,3533.49,86.54,-452.47,-10.0224
GV-00200,3561.6,55.24,-445.53,-9.9959
GV-00201,3616.66,57.2,-449.73,-9.9904
GV-00202,3669.18,61.28,-448.26,-10.02
GV-00203,3726.89,68.57,-449.06,-9.8771
GV-00204,3770.1,87.59,-449.1,-9.8343
