id,x_m,y_m,z_m,gravity_mgal
GV-00001,36.31,32.14,-498.11,-1.7615
GV-00002,77.57,11.54,-499.64,-1.8102
GV-00003,125.56,27.34,-448.28,-1.9522
GV-00004,193.77,25.9,-454.08,-1.8986
GV-00005,215.23,27.06,-451.58,-2.0732
GV-00006,279.71,6.63,-451.65,-2.008
GV-00007,344.92,34.79,-446.01,-1.9902
GV-00008,366.73,21.41,-447.05,-2.1324
GV-00009,429.55,24.83,-448.52,-2.3099
GV-00010,468.02,44.07,-445.91,-2.3159
GV-00011,528.17,29.47,-450.04,-2.2106
GV-00012,559.19,31.99,-451.74,-2.4174
GV-00013,609.03,43.06,-453.64,-2.1595
GV-00014,679.25,5.13,-448.31,-2.3718
GV-00015,718.22,34.17,-445.3,-2.5177
GV-00016,793.59,28.39,-448.56,-2.2211
GV-00017,806.3,8.78,-452.19,-2.3829
GV-00018,866.56,37.59,-451.54,-2.2236
GV-00019,944.07,10.13,-449.96,-2.5077
GV-00020,975.52,38.47,-449.94,-2.2795
GV-00021,1024.89,21.27,-445.74,-2.4916
GV-00022,1071.2,14.49,-447.46,-2.4232
GV-00023,1140.9,6.19,-454.82,-2.2867
GV-00024,1160.24,21.79,-446.26,-2.497
GV-00025,1241.03,5.03,-450.58,-2.3262
GV-00026,1294.44,44.31,-448.86,-2.2601
GV-00027,1340.32,40.23,-448.61,-2.2678
GV-00028,1359.55,44.9,-453.09,-2.3533
GV-00029,1441.97,27.85,-453.34,-2.1268
GV-00030,1492.03,35.32,-445.5,-2.2396
GV-00031,1532.22,12.31,-448.87,-2.1365
GV-00032,1567.58,22.25,-449.19,-2.2111
GV-00033,1609.59,38.66,-451.71,-1.9877
GV-00034,1684.96,9.7,-445.95,-2.0253
GV-00035,1736.01,16.79,-446.22,-2.0717
GV-00036,1768.09,31.67,-450.23,-1.9559
GV-00037,1834.69,15.72,-448.58,-2.0196
GV-00038,1883.92,13.4,-446.25,-2.0525
GV-00039,1944.08,26.25,-449.63,-1.9779
GV-00040,1992.11,22.68,-450.27,-2.0201
GV-00041,2027.08,21.16,-448.46,-2.0772
GV-00042,2082.2,20.91,-453.08,-2.2884
GV-00043,2124.92,43.18,-453.9,-2.1839
GV-00044,2194.23,34.48,-449.67,-2.3053
GV-00045,2209.41,29.68,-454.64,-2.4123
GV-00046,2256.62,28.79,-451.68,-2.5178
GV-00047,2320.31,14.88,-448.91,-2.42
GV-00048,2385.13,26.61,-448.89,-2.5175
GV-00049,2414.32,42.56,-454.5,-2.4864
GV-00050,2483.26,20.65,-449.16,-2.6297
GV-00051,2535.44,34.57,-447.24,-2.5928
GV-00052,2585.46,25.19,-449.31,-2.4816
GV-00053,2638.46,43.03,-454.74,-2.5445
GV-00054,2691.32,36.62,-453.44,-2.7025
GV-00055,2715.89,6.06,-447.98,-2.5285
GV-00056,2782.54,15.77,-451.13,-2.6241
GV-00057,2813.91,33.79,-452.67,-2.798
GV-00058,2887.38,21.22,-453.03,-2.6765
GV-00059,2910.46,41.59,-446.07,-2.9095
GV-00060,2988.44,18.32,-449.04,-2.8881
GV-00061,3005.12,35.62,-449.49,-2.7879
GV-00062,3074.85,10.18,-450.57,-3.0237
GV-00063,3136.01,15.88,-447.37,-2.852
GV-00064,3173.23,44.62,-448.94,-3.0795
GV-00065,3215.4,7.21,-450.19,-2.9951
GV-00066,3287.04,14.04,-445.73,-3.0943
GV-00067,3336.2,29.9,-450.64,-3.175
GV-00068,3368.33,8.23,-451.23,-3.0666
GV-00069,3440.71,18.35,-453.31,-3.1381
GV-00070,3477.61,14.59,-448.89,-3.1402
GV-00071,3512.03,11.38,-453.73,-3.1745
GV-00072,3592.51,27.33,-445.95,-3.3883
GV-00073,3613.95,30.62,-454.43,-3.4047
GV-00074,3655.48,12.47,-448.21,-3.5402
GV-00075,3739.29,36.59,-452.2,-3.3657
GV-00076,3793.67,8.86,-452.58,-3.6303
GV-00077,3820.33,18.22,-453.84,-3.6841
GV-00078,3890.96,11.96,-445.34,-3.5694
GV-00079,3938.12,19.56,-446.52,-3.4241
GV-00080,3981.01,15.12,-449.36,-3.7066
GV-00081,4006.3,17.0,-445.69,-3.8577
GV-00082,4059.95,12.23,-449.11,-3.7094
GV-00083,4144.41,22.85,-451.25,-3.6979
GV-00084,4174.38,39.01,-454.55,-3.867
GV-00085,4212.18,19.49,-453.88,-3.7626
GV-00086,4294.07,23.65,-445.33,-4.0372
GV-00087,4329.13,21.05,-454.54,-3.8424
GV-00088,4358.54,34.94,-449.03,-3.8915
GV-00089,4438.91,37.73,-453.39,-4.0722
GV-00090,4467.34,23.67,-448.17,-4.2016
GV-00091,4528.09,43.38,-447.24,-4.0319
