id,x_m,y_m,z_m,gravity_mgal
GV-00001,12.05,40.38,-754.48,-8.971
GV-00002,76.53,16.68,-704.95,-8.9385
GV-00003,143.39,41.13,-699.01,-9.1582
GV-00004,180.46,9.75,-697.58,-9.2597
GV-00005,218.89,16.65,-654.54,-9.3222
GV-00006,260.82,9.26,-645.49,-9.3248
GV-00007,319.2,13.45,-599.32,-9.5141
GV-00008,394.96,5.63,-595.53,-9.6455
GV-00009,443.08,28.77,-604.44,-9.7381
GV-00010,461.53,9.2,-599.28,-9.7521
GV-00011,537.07,19.39,-551.54,-9.8842
GV-00012,584.42,9.8,-552.22,-10.2078
GV-00013,619.0,31.12,-545.17,-10.0032
GV-00014,693.13,21.33,-554.16,-10.1151
GV-00015,735.91,33.69,-498.88,-10.1202
GV-00016,761.1,15.62,-501.65,-10.3196
GV-00017,824.7,11.58,-500.59,-10.1982
GV-00018,863.15,34.16,-495.71,-10.2698
GV-00019,926.32,22.88,-504.65,-10.0702
GV-00020,978.47,25.43,-502.34,-10.3189
GV-00021,1033.31,9.72,-496.28,-10.1247
GV-00022,1057.73,16.03,-501.84,-10.1458
GV-00023,1133.31,24.03,-549.21,-9.9615
GV-00024,1194.75,22.6,-551.96,-10.0469
GV-00025,1214.18,37.82,-549.72,-10.0359
GV-00026,1269.82,32.24,-547.89,-9.9493
GV-00027,1305.89,20.73,-598.77,-9.7666
GV-00028,1357.29,35.4,-604.23,-9.7173
GV-00029,1424.12,24.5,-649.78,-9.8107
GV-00030,1487.15,37.29,-650.6,-9.6948
GV-00031,1534.37,44.6,-702.94,-9.5826
GV-00032,1590.66,32.75,-701.8,-9.4904
GV-00033,1634.6,7.58,-753.02,-9.3321
GV-00034,1670.82,9.87,-752.2,-9.1288
GV-00035,1717.05,43.26,-804.6,-9.2594
GV-00036,1765.83,6.85,-796.68,-9.2402
GV-00037,1807.63,7.65,-846.52,-9.3108
GV-00038,1863.04,22.01,-896.61,-9.2196
GV-00039,1919.41,41.8,-896.88,-9.1159
GV-00040,1958.47,43.91,-945.68,-9.1983
GV-00041,2019.35,24.61,-952.12,-9.0458
GV-00042,2055.74,8.27,-1000.15,-9.0163
GV-00043,2117.69,29.81,-1004.03,-8.9565
GV-00044,2169.36,17.52,-1002.2,-8.9148
GV-00045,2210.05,33.88,-1051.4,-9.024
GV-00046,2273.51,34.06,-1045.04,-8.8987
GV-00047,2314.53,10.26,-1050.47,-8.8248
GV-00048,2386.4,8.71,-1095.99,-8.6151
GV-00049,2434.91,31.39,-1101.86,-8.9336
GV-00050,2462.6,27.43,-1102.96,-8.8633
GV-00051,2515.6,39.72,-1101.93,-8.8325
GV-00052,2562.58,35.48,-1100.72,-8.931
GV-00053,2610.86,14.81,-1103.43,-8.8207
GV-00054,2657.5,42.28,-1147.32,-8.8388
GV-00055,2740.15,6.8,-1153.39,-8.7281
GV-00056,2771.37,31.11,-1100.68,-8.8597
GV-00057,2823.27,34.55,-1098.79,-8.7326
GV-00058,2883.22,44.01,-1100.84,-8.5475
GV-00059,2914.99,17.14,-1101.89,-8.6589
GV-00060,2982.43,10.42,-1099.66,-8.7741
GV-00061,3031.55,6.47,-1103.95,-8.8976
GV-00062,3061.16,44.03,-1099.63,-8.6546
GV-00063,3105.97,14.85,-1052.01,-8.9434
GV-00064,3171.28,14.03,-1054.21,-8.7301
GV-00065,3205.49,29.26,-1052.08,-8.6903
GV-00066,3266.92,12.35,-1052.22,-8.8228
GV-00067,3322.07,32.31,-1001.86,-8.687
GV-00068,3376.4,44.63,-996.39,-8.6282
GV-00069,3416.32,23.62,-996.84,-8.6588
GV-00070,3486.78,17.56,-945.64,-8.4781
GV-00071,3535.74,8.43,-948.64,-8.5859
GV-00072,3589.76,43.52,-898.6,-8.7325
GV-00073,3626.12,23.32,-900.91,-8.5989
GV-00074,3679.23,13.31,-900.69,-8.7604
GV-00075,3743.33,8.66,-845.72,-8.6357
GV-00076,3775.09,5.65,-845.84,-8.7103
GV-00077,3833.87,41.73,-854.39,-8.6339
GV-00078,3861.6,18.08,-802.6,-8.7164
GV-00079,3916.16,28.39,-799.06,-8.5831
GV-00080,3961.44,5.61,-753.7,-8.6623
GV-00081,4036.78,23.49,-753.15,-8.6392
GV-00082,4082.6,8.37,-745.97,-8.608
GV-00083,4114.25,29.12,-698.3,-8.7105
GV-00084,4167.59,44.14,-700.37,-8.6698
GV-00085,4214.32,24.66,-646.15,-8.7273
