# crs: EPSG:2193
# origin_xy_absolute_m: 1402480.634, 4975101.958
id,x_m,y_m,z_m,gravity_mgal
GV-00001,14.58,13.95,-148.73,-5.0418
GV-00002,78.02,15.54,-146.02,-5.1069
GV-00003,106.07,28.28,-143.69,-5.1711
GV-00004,167.84,35.44,-150.45,-5.5485
GV-00005,214.3,35.62,-157.55,-5.5539
GV-00006,255.8,35.4,-164.51,-5.6188
GV-00007,310.82,31.17,-176.29,-5.8448
GV-00008,364.07,22.77,-197.3,-5.9677
GV-00009,408.98,41.26,-209.1,-5.9187
GV-00010,478.34,7.03,-230.46,-6.0421
GV-00011,518.28,34.01,-252.44,-6.1825
GV-00012,564.88,10.23,-237.94,-6.3728
GV-00013,638.78,38.8,-209.47,-6.4371
GV-00014,689.98,7.96,-204.13,-6.5316
GV-00015,736.46,23.55,-216.69,-6.5979
GV-00016,787.88,5.4,-216.14,-6.7962
GV-00017,830.89,22.03,-205.11,-6.9634
GV-00018,893.67,18.62,-196.57,-7.0707
GV-00019,944.63,10.06,-185.17,-7.1422
GV-00020,978.83,37.48,-167.58,-7.0889
GV-00021,1036.52,34.59,-155.99,-7.4019
GV-00022,1057.68,41.82,-142.92,-7.4878
GV-00023,1141.17,30.52,-129.61,-7.6531
GV-00024,1182.19,23.87,-116.57,-7.6394
GV-00025,1217.83,7.76,-107.05,-7.7077
GV-00026,1286.61,9.92,-103.05,-7.6255
GV-00027,1335.61,9.49,-109.5,-7.8797
GV-00028,1391.39,24.67,-109.7,-7.999
GV-00029,1418.54,12.51,-115.49,-8.0456
GV-00030,1456.0,34.16,-119.05,-8.0565
GV-00031,1509.09,11.21,-127.67,-7.9924
GV-00032,1588.53,31.5,-132.88,-8.1522
GV-00033,1624.42,43.43,-134.33,-8.2279
GV-00034,1672.75,8.73,-134.88,-8.123
GV-00035,1718.53,31.15,-139.73,-8.0443
GV-00036,1769.08,44.19,-152.9,-8.2275
GV-00037,1821.4,6.09,-159.14,-8.1728
GV-00038,1888.34,29.93,-165.31,-8.3447
GV-00039,1933.01,23.29,-169.05,-8.3961
GV-00040,1990.88,36.24,-168.45,-8.1194
GV-00041,2024.36,10.49,-184.1,-8.3414
GV-00042,2085.41,13.39,-188.26,-8.2828
GV-00043,2131.54,42.87,-193.24,-8.4188
GV-00044,2189.34,34.42,-188.95,-8.2467
GV-00045,2243.76,18.15,-197.0,-8.1759
GV-00046,2293.29,28.76,-199.43,-8.042
GV-00047,2317.0,9.43,-208.89,-8.2981
GV-00048,2393.54,43.21,-209.57,-8.4794
GV-00049,2427.14,32.26,-212.26,-8.4238
GV-00050,2494.09,19.05,-221.51,-8.4418
GV-00051,2515.78,32.45,-223.62,-8.4154
GV-00052,2564.05,12.42,-230.03,-8.4995
GV-00053,2637.82,16.87,-245.4,-8.5594
GV-00054,2666.83,38.59,-256.61,-8.5347
GV-00055,2716.96,42.75,-259.72,-8.4007
GV-00056,2759.53,43.42,-269.18,-8.6411
GV-00057,2834.4,35.2,-262.92,-8.5079
GV-00058,2865.34,5.42,-269.19,-8.7761
GV-00059,2915.24,38.95,-258.58,-8.7812
GV-00060,2982.73,8.75,-260.49,-8.6521
GV-00061,3009.27,42.88,-259.94,-8.7846
GV-00062,3059.54,8.33,-252.83,-8.8134
GV-00063,3134.15,40.55,-246.6,-8.9707
GV-00064,3166.22,6.08,-242.67,-8.8231
GV-00065,3212.5,11.98,-239.68,-9.0864
GV-00066,3258.5,17.11,-223.86,-8.9653
GV-00067,3305.85,37.27,-211.4,-9.0351
GV-00068,3377.15,42.7,-202.93,-8.9614
GV-00069,3442.83,30.01,-205.95,-9.0147
GV-00070,3475.4,33.98,-202.67,-9.0122
GV-00071,3506.56,31.44,-191.03,-9.0097
GV-00072,3587.3,23.97,-200.22,-9.0975
GV-00073,3619.53,33.46,-196.0,-9.1842
GV-00074,3678.05,37.25,-203.29,-9.1553
GV-00075,3708.41,33.27,-209.57,-9.3042
GV-00076,3767.56,28.84,-207.44,-9.3477
GV-00077,3814.62,33.19,-208.79,-9.2132
GV-00078,3885.15,20.77,-200.56,-9.4091
GV-00079,3937.81,24.53,-187.47,-9.4735
GV-00080,3970.11,41.03,-182.95,-9.4131
GV-00081,4040.51,20.71,-185.98,-9.425
GV-00082,4061.58,34.15,-202.32,-9.3725
GV-00083,4127.9,21.76,-212.87,-9.3193
GV-00084,4185.2,11.19,-226.18,-9.6355
GV-00085,4212.18,27.39,-241.74,-9.5164
GV-00086,4257.35,20.29,-245.79,-9.4223
GV-00087,4305.68,42.16,-226.91,-9.5541
GV-00088,4356.12,24.6,-218.05,-9.687
GV-00089,4415.22,27.7,-214.25,-9.4775
GV-00090,4481.69,16.25,-210.36,-9.6651
GV-00091,4505.84,28.01,-204.74,-9.6412
GV-00092,4581.79,30.5,-204.38,-9.6522
GV-00093,4617.86,20.59,-207.19,-9.6928
GV-00094,4665.75,39.77,-226.23,-9.726
GV-00095,4740.74,33.92,-253.12,-9.7158
GV-00096,4787.43,29.75,-250.99,-9.7828
GV-00097,4813.33,17.29,-237.75,-9.762
GV-00098,4855.98,6.35,-208.99,-9.7859
GV-00099,4937.36,35.9,-187.91,-9.7261
GV-00100,4977.02,14.12,-193.97,-9.5938
GV-00101,5029.36,28.82,-202.32,-9.8527
GV-00102,5064.51,5.29,-227.17,-9.8732
GV-00103,5117.71,12.09,-248.4,-10.0132
GV-00104,5169.42,28.55,-253.93,-9.8645
GV-00105,5243.65,41.45,-240.01,-9.9546
