# crs: EPSG:2193
# origin_xy_absolute_m: 1602743.817, 5339713.673
id,x_m,y_m,z_m,gravity_mgal
GV-00001,36.79,15.75,-533.33,-4.575
GV-00002,71.81,18.5,-557.61,-4.7343
GV-00003,119.65,36.08,-577.89,-4.8079
GV-00004,176.83,41.27,-624.71,-4.864
GV-00005,229.6,8.3,-658.65,-4.9552
GV-00006,272.43,40.02,-686.34,-5.0583
GV-00007,338.99,28.38,-681.75,-5.3201
GV-00008,359.51,32.02,-660.7,-5.4012
GV-00009,405.85,37.08,-651.29,-5.5617
GV-00010,467.67,26.56,-631.03,-5.6301
GV-00011,532.66,41.65,-643.84,-5.4796
GV-00012,574.41,14.1,-672.45,-5.7858
GV-00013,617.17,30.82,-700.51,-5.7487
GV-00014,684.74,22.42,-740.91,-5.8741
GV-00015,741.62,43.34,-761.05,-5.8567
GV-00016,763.84,25.76,-785.63,-6.0759
GV-00017,807.75,14.25,-804.94,-6.2646
GV-00018,894.64,10.81,-816.12,-6.2541
GV-00019,927.74,44.01,-826.73,-6.286
GV-00020,976.41,41.99,-829.95,-6.5119
GV-00021,1028.98,43.44,-820.7,-6.5173
GV-00022,1078.91,28.52,-818.16,-6.5717
GV-00023,1138.08,16.54,-824.32,-6.6799
GV-00024,1172.83,9.51,-810.8,-6.849
GV-00025,1244.83,26.41,-810.46,-6.863
GV-00026,1265.21,22.12,-806.91,-6.8531
GV-00027,1314.84,20.26,-773.99,-6.9619
GV-00028,1360.51,15.99,-749.72,-7.2121
GV-00029,1415.84,8.24,-718.25,-7.2986
GV-00030,1484.14,17.0,-687.02,-7.1403
GV-00031,1536.38,32.26,-666.03,-7.2398
GV-00032,1564.74,30.9,-624.6,-7.2694
GV-00033,1628.76,36.31,-632.52,-7.367
GV-00034,1660.03,20.98,-666.15,-7.4873
GV-00035,1736.36,18.0,-699.29,-7.6285
GV-00036,1760.59,9.25,-721.26,-7.6714
GV-00037,1830.63,12.69,-729.86,-7.9096
GV-00038,1857.12,16.89,-714.38,-7.9981
GV-00039,1927.85,22.12,-683.8,-7.9784
GV-00040,1968.61,35.96,-652.24,-8.1858
GV-00041,2027.44,31.59,-638.64,-8.2645
GV-00042,2079.39,26.17,-620.57,-8.3697
GV-00043,2129.98,7.6,-603.99,-8.3216
GV-00044,2184.16,42.94,-584.14,-8.2263
GV-00045,2243.0,22.19,-552.54,-8.4665
GV-00046,2276.18,36.31,-520.69,-8.4161
GV-00047,2340.33,14.84,-487.08,-8.4353
GV-00048,2368.59,10.15,-460.92,-8.6477
GV-00049,2431.65,31.13,-436.24,-8.7703
GV-00050,2462.0,25.19,-408.62,-8.9169
GV-00051,2511.41,29.97,-364.58,-8.7243
GV-00052,2593.19,19.76,-329.89,-8.7949
GV-00053,2639.59,31.9,-301.86,-9.083
GV-00054,2686.52,13.6,-277.08,-9.1307
GV-00055,2717.03,37.4,-242.18,-9.2281
GV-00056,2770.1,16.61,-224.11,-9.2768
GV-00057,2814.27,16.97,-229.99,-9.136
GV-00058,2882.31,20.27,-244.13,-9.3025
GV-00059,2923.04,5.49,-261.13,-9.3452
GV-00060,2964.92,6.98,-273.28,-9.3885
GV-00061,3005.31,7.79,-308.64,-9.3674
GV-00062,3086.3,19.4,-323.36,-9.4408
GV-00063,3122.27,35.29,-360.72,-9.5733
GV-00064,3160.91,21.34,-379.8,-9.5369
GV-00065,3223.57,22.38,-414.08,-9.59
GV-00066,3261.66,33.52,-433.44,-9.6123
GV-00067,3309.82,37.57,-465.36,-9.6961
GV-00068,3358.5,22.38,-482.95,-9.7648
GV-00069,3406.22,30.74,-507.15,-9.906
GV-00070,3464.89,20.22,-532.45,-9.7953
GV-00071,3537.8,12.35,-549.73,-9.7271
GV-00072,3584.17,25.65,-538.03,-10.0329
GV-00073,3611.87,44.74,-522.83,-9.8743
GV-00074,3668.18,38.31,-510.31,-9.9579
GV-00075,3720.87,7.37,-490.69,-10.0136
GV-00076,3777.2,32.25,-481.82,-10.2024
GV-00077,3840.71,6.24,-456.42,-10.2125
GV-00078,3882.2,32.29,-423.16,-10.374
GV-00079,3943.26,12.75,-396.22,-10.4035
GV-00080,3980.68,39.25,-356.07,-10.5398
GV-00081,4010.4,40.67,-313.16,-10.4767
GV-00082,4079.88,32.48,-287.22,-10.5503
GV-00083,4112.85,29.52,-239.33,-10.7475
GV-00084,4160.72,27.37,-208.54,-10.6351
GV-00085,4239.87,28.87,-175.89,-10.7029
GV-00086,4287.71,14.89,-144.97,-10.9088
GV-00087,4321.58,27.39,-106.33,-10.953
GV-00088,4384.55,36.42,-68.47,-10.9166
GV-00089,4418.44,21.28,-30.4,-10.9857
GV-00090,4459.04,11.99,-12.44,-11.0898
GV-00091,4544.86,35.5,-18.38,-11.1325
GV-00092,4583.57,9.03,-47.93,-11.249
GV-00093,4644.53,12.52,-81.4,-11.2106
GV-00094,4692.66,31.1,-98.89,-11.2307
GV-00095,4710.85,34.93,-130.88,-11.0867
GV-00096,4779.65,12.42,-157.66,-11.0906
GV-00097,4842.74,34.74,-173.54,-10.9982
GV-00098,4891.38,13.93,-191.4,-10.879
GV-00099,4907.64,38.61,-197.43,-10.7991
GV-00100,4981.22,13.78,-201.68,-10.8411
GV-00101,5016.79,43.07,-200.45,-10.8509
GV-00102,5066.95,41.18,-179.35,-10.7784
GV-00103,5105.61,20.58,-157.54,-10.8856
GV-00104,5158.88,34.73,-154.79,-10.7189
GV-00105,5210.48,44.42,-178.45,-10.8882
GV-00106,5293.06,20.53,-233.93,-10.5735
GV-00107,5308.21,9.03,-278.93,-10.6373
GV-00108,5366.34,24.75,-317.23,-10.5022
GV-00109,5411.48,33.85,-351.66,-10.6091
GV-00110,5487.4,39.22,-387.8,-10.5725
GV-00111,5522.48,15.04,-403.2,-10.4762
GV-00112,5591.84,17.74,-427.33,-10.5383
GV-00113,5635.96,21.1,-409.48,-10.656
GV-00114,5686.63,41.18,-383.68,-10.5843
GV-00115,5720.71,25.17,-349.13,-10.5276
GV-00116,5768.63,10.21,-298.22,-10.3346
GV-00117,5842.96,12.23,-269.25,-10.5454
GV-00118,5870.25,8.13,-220.45,-10.2402
GV-00119,5917.64,13.5,-190.57,-10.4636
GV-00120,5977.03,31.29,-162.84,-10.2845
GV-00121,6009.05,30.32,-186.9,-10.3066
GV-00122,6062.46,39.88,-215.35,-10.0841
GV-00123,6110.25,26.58,-240.74,-10.0465
GV-00124,6178.74,11.28,-263.37,-10.0254
GV-00125,6224.34,27.7,-284.97,-9.9724
GV-00126,6293.4,29.97,-312.19,-9.9676
GV-00127,6344.19,22.72,-336.2,-9.8731
GV-00128,6382.31,8.74,-350.39,-9.737
GV-00129,42.98,66.26,-522.74,-4.414
GV-00130,82.56,81.52,-553.18,-5.0642
GV-00131,131.5,64.77,-585.29,-5.0591
GV-00132,191.41,65.27,-625.0,-5.0933
GV-00133,218.39,68.08,-663.02,-5.1721
GV-00134,271.12,89.89,-669.84,-5.3086
GV-00135,343.91,74.34,-660.84,-5.3261
GV-00136,390.34,88.42,-639.36,-5.3105
GV-00137,408.14,65.59,-622.02,-5.6043
GV-00138,494.24,88.2,-620.7,-5.6404
GV-00139,542.49,88.2,-636.42,-5.8466
GV-00140,583.79,72.45,-667.66,-5.9452
GV-00141,619.04,91.6,-693.35,-6.0373
GV-00142,656.34,57.75,-718.84,-6.1584
GV-00143,710.91,76.16,-743.53,-5.9544
GV-00144,771.87,68.4,-770.65,-6.1054
GV-00145,816.51,78.39,-799.21,-6.3397
GV-00146,863.9,72.7,-821.66,-6.4111
GV-00147,930.69,78.85,-828.96,-6.4588
GV-00148,969.92,90.55,-833.7,-6.5974
GV-00149,1044.68,85.66,-829.99,-6.6246
GV-00150,1058.92,79.11,-824.62,-6.5693
